Normalized_URL,Go_ID,Go_Name,Go_Homepage,Go_Repo,Maven_ID,Maven_Name,Maven_Homepage,Maven_Repo,NPM_ID,NPM_Name,NPM_Homepage,NPM_Repo,PyPI_ID,PyPI_Name,PyPI_Homepage,PyPI_Repo
github.com/pulumi/pulumi-newrelic,753906,github.com/pulumi/pulumi-newrelic/sdk/v2,https://github.com/pulumi/pulumi-newrelic,https://github.com/pulumi/pulumi-newrelic,546844,com.pulumi:newrelic,https://github.com/pulumi/pulumi-newrelic,https://github.com/pulumi/pulumi-newrelic,884628,@pulumi/newrelic,https://pulumi.io,git+https://github.com/pulumi/pulumi-newrelic.git,483739,pulumi-newrelic,https://pypi.org/project/pulumi-newrelic/,https://github.com/pulumi/pulumi-newrelic
github.com/pulumi/pulumi-postgresql,837158,github.com/pulumi/pulumi-postgresql/provider/v3,https://github.com/pulumi/pulumi-postgresql,https://github.com/pulumi/pulumi-postgresql,546834,com.pulumi:postgresql,https://github.com/pulumi/pulumi-postgresql,https://github.com/pulumi/pulumi-postgresql,884641,@pulumi/postgresql,https://pulumi.io,git+https://github.com/pulumi/pulumi-postgresql.git,483760,pulumi-postgresql,https://pypi.org/project/pulumi-postgresql/,https://github.com/pulumi/pulumi-postgresql
github.com/pulumi/pulumi-rabbitmq,329291,github.com/pulumi/pulumi-rabbitmq/sdk/v3,https://github.com/pulumi/pulumi-rabbitmq,https://github.com/pulumi/pulumi-rabbitmq,546830,com.pulumi:rabbitmq,https://github.com/pulumi/pulumi-rabbitmq,https://github.com/pulumi/pulumi-rabbitmq,884647,@pulumi/rabbitmq,https://pulumi.io,git+https://github.com/pulumi/pulumi-rabbitmq.git,483776,pulumi-rabbitmq,https://pypi.org/project/pulumi-rabbitmq/,https://github.com/pulumi/pulumi-rabbitmq
github.com/pulumi/pulumi-rancher2,2220751,github.com/pulumi/pulumi-rancher2/sdk/v11,https://github.com/pulumi/pulumi-rancher2,https://github.com/pulumi/pulumi-rancher2,546829,com.pulumi:rancher2,https://github.com/pulumi/pulumi-rancher2,https://github.com/pulumi/pulumi-rancher2,884648,@pulumi/rancher2,https://pulumi.io,git+https://github.com/pulumi/pulumi-rancher2.git,483778,pulumi-rancher2,https://pypi.org/project/pulumi-rancher2/,https://github.com/pulumi/pulumi-rancher2
github.com/pulumi/pulumi-docker,2206932,github.com/pulumi/pulumi-docker/sdk/nodejs,https://github.com/pulumi/pulumi-docker,https://github.com/pulumi/pulumi-docker,546878,com.pulumi:docker,https://github.com/pulumi/pulumi-docker,https://github.com/pulumi/pulumi-docker,884579,@pulumi/docker,https://pulumi.io,git+https://github.com/pulumi/pulumi-docker.git,483660,pulumi-docker,https://pypi.org/project/pulumi-docker/,https://github.com/pulumi/pulumi-docker
github.com/feast-dev/feast,1728686,github.com/feast-dev/feast/infra/feast-operator,https://github.com/feast-dev/feast,https://github.com/feast-dev/feast,471312,dev.feast:datatypes-java,https://github.com/feast-dev/feast/datatypes/datatypes-java,https://github.com/feast-dev/feast/datatypes/datatypes-java,378164,@feast-dev/feast-ui,https://github.com/feast-dev/feast#readme,git+https://github.com/feast-dev/feast.git,208745,feastmo,https://github.com/feast-dev/feast,https://github.com/feast-dev/feast
github.com/pulumi/pulumi-github,1061552,github.com/pulumi/pulumi-github/sdk/v6,https://github.com/pulumi/pulumi-github,https://github.com/pulumi/pulumi-github,546868,com.pulumi:github,https://github.com/pulumi/pulumi-github,https://github.com/pulumi/pulumi-github,884596,@pulumi/github,https://pulumi.io,git+https://github.com/pulumi/pulumi-github.git,483688,pulumi-github,https://pypi.org/project/pulumi-github/,https://github.com/pulumi/pulumi-github
github.com/pulumi/pulumi-auth0,920781,github.com/pulumi/pulumi-auth0/sdk/v3,https://github.com/pulumi/pulumi-auth0,https://github.com/pulumi/pulumi-auth0,546901,com.pulumi:auth0,https://github.com/pulumi/pulumi-auth0,https://github.com/pulumi/pulumi-auth0,884530,@pulumi/auth0,https://pulumi.io,git+https://github.com/pulumi/pulumi-auth0.git,483596,pulumi-auth0,https://pypi.org/project/pulumi-auth0/,https://github.com/pulumi/pulumi-auth0
github.com/pulumi/pulumi-pagerduty,893422,github.com/pulumi/pulumi-pagerduty/sdk/v4,https://github.com/pulumi/pulumi-pagerduty,https://github.com/pulumi/pulumi-pagerduty,546835,com.pulumi:pagerduty,https://github.com/pulumi/pulumi-pagerduty,https://github.com/pulumi/pulumi-pagerduty,884638,@pulumi/pagerduty,https://pulumi.io,git+https://github.com/pulumi/pulumi-pagerduty.git,483757,pulumi-pagerduty,https://pypi.org/project/pulumi-pagerduty/,https://github.com/pulumi/pulumi-pagerduty
github.com/pulumi/pulumi-azuredevops,1081040,github.com/pulumi/pulumi-azuredevops/sdk/v3,https://github.com/pulumi/pulumi-azuredevops,https://github.com/pulumi/pulumi-azuredevops,546893,com.pulumi:azuredevops,https://github.com/pulumi/pulumi-azuredevops,https://github.com/pulumi/pulumi-azuredevops,884555,@pulumi/azuredevops,https://pulumi.io,git+https://github.com/pulumi/pulumi-azuredevops.git,483620,pulumi-azuredevops,https://pypi.org/project/pulumi-azuredevops/,https://github.com/pulumi/pulumi-azuredevops
github.com/pulumi/pulumi-hcloud,796907,github.com/pulumi/pulumi-hcloud/provider,https://github.com/pulumi/pulumi-hcloud,https://github.com/pulumi/pulumi-hcloud,546864,com.pulumi:hcloud,https://github.com/pulumi/pulumi-hcloud,https://github.com/pulumi/pulumi-hcloud,884603,@pulumi/hcloud,https://pulumi.io,git+https://github.com/pulumi/pulumi-hcloud.git,483699,pulumi-hcloud,https://pypi.org/project/pulumi-hcloud/,https://github.com/pulumi/pulumi-hcloud
github.com/pulumi/pulumi-civo,1039872,github.com/pulumi/pulumi-civo/provider/v2,https://github.com/pulumi/pulumi-civo,https://github.com/pulumi/pulumi-civo,546892,com.pulumi:civo,https://github.com/pulumi/pulumi-civo,https://github.com/pulumi/pulumi-civo,884560,@pulumi/civo,https://pulumi.io,git+https://github.com/pulumi/pulumi-civo.git,483634,pulumi-civo,https://pypi.org/project/pulumi-civo/,https://github.com/pulumi/pulumi-civo
github.com/pulumi/pulumi-mongodbatlas,2223978,github.com/pulumi/pulumi-mongodbatlas/sdk/v4,https://github.com/pulumi/pulumi-mongodbatlas,https://github.com/pulumi/pulumi-mongodbatlas,546846,com.pulumi:mongodbatlas,https://github.com/pulumi/pulumi-mongodbatlas,https://github.com/pulumi/pulumi-mongodbatlas,884626,@pulumi/mongodbatlas,https://pulumi.io,git+https://github.com/pulumi/pulumi-mongodbatlas.git,483735,pulumi-mongodbatlas,https://pypi.org/project/pulumi-mongodbatlas/,https://github.com/pulumi/pulumi-mongodbatlas
github.com/pulumi/pulumi-akamai,2164598,github.com/pulumi/pulumi-akamai/sdk/v10,https://github.com/pulumi/pulumi-akamai,https://github.com/pulumi/pulumi-akamai,546905,com.pulumi:akamai,https://github.com/pulumi/pulumi-akamai,https://github.com/pulumi/pulumi-akamai,884526,@pulumi/akamai,https://pulumi.io,git+https://github.com/pulumi/pulumi-akamai.git,483589,pulumi-akamai,https://pypi.org/project/pulumi-akamai/,https://github.com/pulumi/pulumi-akamai
github.com/aws/jsii,199675,github.com/aws/jsii,https://github.com/aws/jsii,https://github.com/aws/jsii,19907,software.amazon.jsii:jsii-runtime,https://github.com/aws/jsii,https://github.com/aws/jsii.git,2776072,oo-ascii-tree,https://github.com/aws/jsii,git+https://github.com/aws/jsii.git,297401,jsii,https://github.com/aws/jsii,https://github.com/aws/jsii.git
github.com/pulumi/pulumi-ns1,1047606,github.com/pulumi/pulumi-ns1/examples/v2,https://github.com/pulumi/pulumi-ns1,https://github.com/pulumi/pulumi-ns1,546842,com.pulumi:ns1,https://github.com/pulumi/pulumi-ns1,https://github.com/pulumi/pulumi-ns1,884630,@pulumi/ns1,https://pulumi.io,git+https://github.com/pulumi/pulumi-ns1.git,483741,pulumi-ns1,https://pypi.org/project/pulumi-ns1/,https://github.com/pulumi/pulumi-ns1
github.com/pulumi/pulumi-cloudinit,754493,github.com/pulumi/pulumi-cloudinit/examples,https://github.com/pulumi/pulumi-cloudinit,https://github.com/pulumi/pulumi-cloudinit,546889,com.pulumi:cloudinit,https://github.com/pulumi/pulumi-cloudinit,https://github.com/pulumi/pulumi-cloudinit,884566,@pulumi/cloudinit,https://pulumi.io,git+https://github.com/pulumi/pulumi-cloudinit.git,483637,pulumi-cloudinit,https://pypi.org/project/pulumi-cloudinit/,https://github.com/pulumi/pulumi-cloudinit
github.com/pulumi/pulumi-eks,2147749,github.com/pulumi/pulumi-eks/tests,https://github.com/pulumi/pulumi-eks,https://github.com/pulumi/pulumi-eks,546874,com.pulumi:eks,https://github.com/pulumi/pulumi-eks,https://github.com/pulumi/pulumi-eks,884584,@pulumi/eks,https://pulumi.com,git+https://github.com/pulumi/pulumi-eks.git,483666,pulumi-eks,https://pypi.org/project/pulumi-eks/,https://github.com/pulumi/pulumi-eks
github.com/pulumi/pulumi-opsgenie,910033,github.com/pulumi/pulumi-opsgenie/provider,https://github.com/pulumi/pulumi-opsgenie,https://github.com/pulumi/pulumi-opsgenie,546836,com.pulumi:opsgenie,https://github.com/pulumi/pulumi-opsgenie,https://github.com/pulumi/pulumi-opsgenie,884636,@pulumi/opsgenie,https://pulumi.io,git+https://github.com/pulumi/pulumi-opsgenie.git,483753,pulumi-opsgenie,https://pypi.org/project/pulumi-opsgenie/,https://github.com/pulumi/pulumi-opsgenie
github.com/pulumi/pulumi-azure-native,2147030,github.com/pulumi/pulumi-azure-native/examples,https://github.com/pulumi/pulumi-azure-native,https://github.com/pulumi/pulumi-azure-native,546895,com.pulumi:azure-native,https://github.com/pulumi/pulumi-azure-native,https://github.com/pulumi/pulumi-azure-native,884550,@pulumi/azure-native,https://pulumi.com,git+https://github.com/pulumi/pulumi-azure-native.git,483622,pulumi-azure-native,https://pypi.org/project/pulumi-azure-native/,https://github.com/pulumi/pulumi-azure-native
github.com/pulumi/pulumi-kubernetes,862288,github.com/pulumi/pulumi-kubernetes/provider/v4,https://github.com/pulumi/pulumi-kubernetes,https://github.com/pulumi/pulumi-kubernetes,546857,com.pulumi:kubernetes,https://github.com/pulumi/pulumi-kubernetes,https://github.com/pulumi/pulumi-kubernetes,884611,@pulumi/kubernetes,https://pulumi.com,git+https://github.com/pulumi/pulumi-kubernetes.git,483714,pulumi-kubernetes,https://pypi.org/project/pulumi-kubernetes/,https://github.com/pulumi/pulumi-kubernetes
github.com/aws/constructs,318358,github.com/aws/constructs,https://github.com/aws/constructs,https://github.com/aws/constructs,19567,software.constructs:constructs,https://github.com/aws/constructs,https://github.com/aws/constructs.git,1622380,constructs,https://github.com/aws/constructs,git+https://github.com/aws/constructs.git,110286,constructs,https://github.com/aws/constructs,https://github.com/aws/constructs.git
github.com/pulumi/pulumi-tls,989897,github.com/pulumi/pulumi-tls/examples/self-signed-cert/go,https://github.com/pulumi/pulumi-tls,https://github.com/pulumi/pulumi-tls,546815,com.pulumi:tls,https://github.com/pulumi/pulumi-tls,https://github.com/pulumi/pulumi-tls,884666,@pulumi/tls,https://pulumi.io,git+https://github.com/pulumi/pulumi-tls.git,483824,pulumi-tls,https://pypi.org/project/pulumi-tls/,https://github.com/pulumi/pulumi-tls
github.com/lodash/lodash,334832,github.com/lodash/lodash,https://github.com/lodash/lodash,https://github.com/lodash/lodash,758006,org.mvnpm:lodash.upperfirst,https://lodash.com/,https://github.com/lodash/lodash,3250135,sortbyconstanzo,https://lodash.com/,git+https://github.com/lodash/lodash.git,712835,XStatic-lodash,https://github.com/lodash/lodash,https://github.com/lodash/lodash
github.com/pulumi/pulumi-libvirt,2111697,github.com/pulumi/pulumi-libvirt/examples,https://github.com/pulumi/pulumi-libvirt,https://github.com/pulumi/pulumi-libvirt,546852,com.pulumi:libvirt,https://github.com/pulumi/pulumi-libvirt,https://github.com/pulumi/pulumi-libvirt,884618,@pulumi/libvirt,https://pulumi.io,git+https://github.com/pulumi/pulumi-libvirt.git,483722,pulumi-libvirt,https://pypi.org/project/pulumi-libvirt/,https://github.com/pulumi/pulumi-libvirt
github.com/pulumi/pulumi-openstack,1705277,github.com/pulumi/pulumi-openstack/sdk/v5,https://github.com/pulumi/pulumi-openstack,https://github.com/pulumi/pulumi-openstack,546837,com.pulumi:openstack,https://github.com/pulumi/pulumi-openstack,https://github.com/pulumi/pulumi-openstack,884635,@pulumi/openstack,https://pulumi.io,git+https://github.com/pulumi/pulumi-openstack.git,483751,pulumi-openstack,https://pypi.org/project/pulumi-openstack/,https://github.com/pulumi/pulumi-openstack
github.com/hashicorp/terraform-cdk,789252,github.com/hashicorp/terraform-cdk/examples/go/google-cloudrun,https://github.com/hashicorp/terraform-cdk,https://github.com/hashicorp/terraform-cdk,607705,com.hashicorp:cdktf,https://github.com/hashicorp/terraform-cdk,https://github.com/hashicorp/terraform-cdk.git,1537205,cdktf-cli,https://github.com/hashicorp/terraform-cdk#readme,git://github.com/hashicorp/terraform-cdk.git,83156,cdktf,https://github.com/hashicorp/terraform-cdk,https://github.com/hashicorp/terraform-cdk.git
