Normalized_URL,Go_ID,Go_Name,Go_Homepage,Go_Repo,Maven_ID,Maven_Name,Maven_Homepage,Maven_Repo,NPM_ID,NPM_Name,NPM_Homepage,NPM_Repo,PHP_ID,PHP_Name,PHP_Homepage,PHP_Repo
github.com/robinherbots/inputmask,813311,github.com/robinherbots/inputmask,https://github.com/robinherbots/inputmask,https://github.com/robinherbots/inputmask,64147,org.webjars.bowergithub.robinherbots:inputmask,https://www.webjars.org,https://github.com/RobinHerbots/Inputmask,2227774,inputmask-fork,https://github.com/RobinHerbots/Inputmask,git+https://github.com/RobinHerbots/Inputmask.git,320957,robinherbots/jquery.inputmask,,https://github.com/RobinHerbots/Inputmask
github.com/moxiecode/plupload,813586,github.com/moxiecode/plupload,https://github.com/moxiecode/plupload,https://github.com/moxiecode/plupload,66774,org.webjars.bower:plupload,https://www.webjars.org,https://github.com/moxiecode/plupload,2857100,plupload_v3,http://plupload.com,git+https://github.com/moxiecode/plupload.git,251831,moxiecode/plupload,,https://github.com/moxiecode/plupload
github.com/kartik-v/bootstrap-fileinput,813872,github.com/kartik-v/bootstrap-fileinput,https://github.com/kartik-v/bootstrap-fileinput,https://github.com/kartik-v/bootstrap-fileinput,69108,org.webjars.bower:bootstrap-fileinput,https://www.webjars.org,https://github.com/kartik-v/bootstrap-fileinput,1479081,bootstrap-fileinput-npm,https://github.com/kartik-v/bootstrap-fileinput,git+https://github.com/kartik-v/bootstrap-fileinput.git,194041,kartik-v/bootstrap-fileinput,,https://github.com/kartik-v/bootstrap-fileinput
github.com/flowjs/flow.js,1003310,github.com/flowjs/flow.js,https://github.com/flowjs/flow.js,https://github.com/flowjs/flow.js,68678,org.webjars.bower:flow.js,http://webjars.org,https://github.com/flowjs/flow.js,3118456,rt-flow-js,https://github.com/flowjs/flow.js#readme,git://github.com/flowjs/flow.js.git,127686,flowjs/flowjs,,https://github.com/flowjs/flow.js
github.com/lipis/flag-icon-css,1015771,github.com/lipis/flag-icon-css,https://github.com/lipis/flag-icon-css,https://github.com/lipis/flag-icon-css,64830,org.webjars.bowergithub.lipis:flag-icon-css,https://www.webjars.org,https://github.com/lipis/flag-icon-css,2507173,mdm-flag-icon-css,https://github.com/lipis/flag-icon-css#readme,git+ssh://git@github.com/lipis/flag-icon-css.git,72415,components/flag-icon-css,,https://github.com/lipis/flag-icon-css
github.com/conversejs/converse.js,1562979,github.com/conversejs/converse.js,https://github.com/conversejs/converse.js,https://github.com/conversejs/converse.js,60239,org.webjars.npm:converse.js,https://www.webjars.org,https://github.com/conversejs/converse.js,3640740,widebridge1,https://conversejs.org,git+https://github.com/conversejs/converse.js.git,180539,jcbrand/converse.js,,https://github.com/conversejs/converse.js
github.com/cwspear/bootstrap-hover-dropdown,1571756,github.com/cwspear/bootstrap-hover-dropdown,https://github.com/cwspear/bootstrap-hover-dropdown,https://github.com/cwspear/bootstrap-hover-dropdown,69102,org.webjars.bower:bootstrap-hover-dropdown,http://webjars.org,git://github.com/CWSpear/bootstrap-hover-dropdown.git,1479187,bootstrap-hover-dropdown,https://github.com/CWSpear/bootstrap-hover-dropdown,git+https://github.com/CWSpear/bootstrap-hover-dropdown.git,80035,cwspear/bootstrap-hover-dropdown,,https://github.com/cwspear/bootstrap-hover-dropdown
github.com/geedmo/yamm3,1572563,github.com/geedmo/yamm3,https://github.com/geedmo/yamm3,https://github.com/geedmo/yamm3,68196,org.webjars.bower:github-com-geedmo-yamm3,http://webjars.org,https://github.com/geedmo/yamm3,423181,@geedmo/yamm3,http://geedmo.github.io/yamm3/,git+https://github.com/geedmo/yamm3.git,137286,geedmo/yamm3,,https://github.com/geedmo/yamm3
github.com/hhurz/tableexport.jquery.plugin,1572842,github.com/hhurz/tableexport.jquery.plugin,https://github.com/hhurz/tableexport.jquery.plugin,https://github.com/hhurz/tableexport.jquery.plugin,68173,org.webjars.bower:github-com-hhurz-tableExport-jquery-plugin,http://webjars.org,https://github.com/hhurz/tableExport.jquery.plugin,3334580,tableexport.jquery.plugin,https://github.com/hhurz/tableExport.jquery.plugin/,git+https://github.com/hhurz/tableExport.jquery.plugin.git,154661,hhurz/tableexport.jquery.plugin,,https://github.com/hhurz/tableExport.jquery.plugin
github.com/jquery-form/form,1573233,github.com/jquery-form/form,https://github.com/jquery-form/form,https://github.com/jquery-form/form,68122,org.webjars.bower:github-com-jquery-form-form,http://webjars.org,https://github.com/jquery-form/form,2294124,jquery-form,https://github.com/jquery-form/form,git+https://github.com/jquery-form/form.git,188874,jquery-form/form,,https://github.com/jquery-form/form
github.com/milligram/milligram,1602806,github.com/milligram/milligram,https://github.com/milligram/milligram,https://github.com/milligram/milligram,67116,org.webjars.bower:milligram,http://webjars.org,https://github.com/milligram/milligram,2532868,milligram-emakina,http://milligram.github.io,git+https://github.com/milligram/milligram.git,243856,milligram/milligram,,https://github.com/milligram/milligram
github.com/sciactive/pnotify,1608945,github.com/sciactive/pnotify,https://github.com/sciactive/pnotify,https://github.com/sciactive/pnotify,67838,org.webjars.bower:github-com-sciactive-pnotify,https://www.webjars.org,https://github.com/sciactive/pnotify,2859407,pnotify,https://github.com/sciactive/pnotify,git+https://github.com/sciactive/pnotify.git,332293,sciactive/pnotify,,https://github.com/sciactive/pnotify
github.com/sorich87/bootstrap-tour,1611765,github.com/sorich87/bootstrap-tour,https://github.com/sorich87/bootstrap-tour,https://github.com/sorich87/bootstrap-tour,69063,org.webjars.bower:bootstrap-tour,http://webjars.org,https://github.com/sorich87/bootstrap-tour,1479875,bootstrap-tour,http://bootstraptour.com,git+https://github.com/sorich87/bootstrap-tour.git,351907,sorich87/bootstrap-tour,,https://github.com/sorich87/bootstrap-tour
github.com/onokumus/metismenu,1631295,github.com/onokumus/metismenu,https://github.com/onokumus/metismenu,https://github.com/onokumus/metismenu,67122,org.webjars.bower:metisMenu,https://www.webjars.org,https://github.com/onokumus/metisMenu,2523400,metismenu-burkov,https://github.com/onokumus/metismenu#readme,git+https://github.com/onokumus/metismenu.git,276459,onokumus/metismenu,,https://github.com/onokumus/metismenu
github.com/xdan/jodit,1879792,github.com/xdan/jodit,https://github.com/xdan/jodit,https://github.com/xdan/jodit,55251,org.webjars.npm:jodit,https://www.webjars.org,https://github.com/xdan/jodit,3465298,twig-react-jodit,https://xdsoft.net/jodit/,git+https://github.com/xdan/jodit.git,417813,xdan/jodit,,https://github.com/xdan/jodit
github.com/studio-42/elfinder,1946209,github.com/studio-42/elfinder,https://github.com/studio-42/elfinder,https://github.com/studio-42/elfinder,68754,org.webjars.bower:elfinder,http://webjars.org,https://github.com/Studio-42/elFinder,1836534,elfinder-npm,http://elfinder.org/,git+https://github.com/Studio-42/elFinder.git,361273,studio-42/elfinder,,https://github.com/Studio-42/elFinder
github.com/blackrockdigital/startbootstrap-sb-admin-2,1953421,github.com/blackrockdigital/startbootstrap-sb-admin-2,https://github.com/blackrockdigital/startbootstrap-sb-admin-2,https://github.com/blackrockdigital/startbootstrap-sb-admin-2,68615,org.webjars.bower:github-com-BlackrockDigital-startbootstrap-sb-admin-2,http://webjars.org,https://github.com/BlackrockDigital/startbootstrap-sb-admin-2,3148897,sb-admin-2,http://startbootstrap.com/template-overviews/sb-admin-2/,git+https://github.com/BlackrockDigital/startbootstrap-sb-admin-2.git,173165,iron-summit-media/startbootstrap-sb-admin-2,,https://github.com/BlackrockDigital/startbootstrap-sb-admin-2
github.com/jmosbech/stickytableheaders,1958101,github.com/jmosbech/stickytableheaders,https://github.com/jmosbech/stickytableheaders,https://github.com/jmosbech/stickytableheaders,69791,org.webjars.bower:StickyTableHeaders,http://webjars.org,https://github.com/jmosbech/StickyTableHeaders,3281820,sticky-table-headers-nathan818,,https://github.com/jmosbech/StickyTableHeaders,185145,jmosbech/sticky-table-headers,,https://github.com/jmosbech/StickyTableHeaders
github.com/makeusabrew/bootbox,1966100,github.com/makeusabrew/bootbox,https://github.com/makeusabrew/bootbox,https://github.com/makeusabrew/bootbox,69135,org.webjars.bower:bootbox.js,https://www.webjars.org,https://github.com/makeusabrew/bootbox,1478349,bootbox4,https://github.com/makeusabrew/bootbox#readme,git://github.com/makeusabrew/bootbox.git,228811,makeusabrew/bootbox,,https://github.com/makeusabrew/bootbox
github.com/nolimits4web/framework7,1974514,github.com/nolimits4web/framework7,https://github.com/nolimits4web/framework7,https://github.com/nolimits4web/framework7,68653,org.webjars.bower:framework7,http://webjars.org,https://github.com/nolimits4web/Framework7,3738415,zlzf7,http://www.idangero.us/framework7/,https://github.com/nolimits4web/Framework7.git,268302,nolimits4web/framework7,,https://github.com/nolimits4web/Framework7
github.com/mervick/emojionearea,2009514,github.com/mervick/emojionearea,https://github.com/mervick/emojionearea,https://github.com/mervick/emojionearea,68750,org.webjars.bower:emojionearea,http://webjars.org,https://github.com/mervick/emojionearea,1850058,emojionearea,https://github.com/mervick/emojionearea#readme,git+https://github.com/mervick/emojionearea.git,239596,mervick/emojionearea,,https://github.com/mervick/emojionearea
github.com/flesler/jquery.scrollto,2016241,github.com/flesler/jquery.scrollto,https://github.com/flesler/jquery.scrollto,https://github.com/flesler/jquery.scrollto,67362,org.webjars.bower:jquery.scrollTo,http://webjars.org,https://github.com/flesler/jquery.scrollTo,2295818,jquery.scrollto,https://github.com/flesler/jquery.scrollTo/,git://github.com/flesler/jquery.scrollTo.git,126890,flesler/jquery.scrollto,,https://github.com/flesler/jquery.scrollTo
