Go_ID,Go_Name,Go_Homepage,Go_Repo,Maven_ID,Maven_Name,Maven_Homepage,Maven_Repo
120299,github.com/google/libphonenumber,https://github.com/google/libphonenumber,https://github.com/google/libphonenumber,611245,com.googlecode.libphonenumber:carrier,https://github.com/google/libphonenumber/,
131615,github.com/daos-stack/daos,https://github.com/daos-stack/daos,https://github.com/daos-stack/daos,428306,io.daos:daos-java-root,http://daos.io,https://github.com/daos-stack/daos/tree/master
141583,github.com/godotengine/godot,https://github.com/godotengine/godot,https://github.com/godotengine/godot,379841,io.github.m4gr3d:godot,https://godotengine.org/,https://github.com/godotengine/godot/tree/master
143456,github.com/onflow/flow,https://github.com/onflow/flow,https://github.com/onflow/flow,584548,com.lealobanov:test-release,https://onflow.org,https://github.com/onflow/flow
143110,github.com/wso2/product-mi-tooling/cmd,https://github.com/wso2/product-mi-tooling,https://github.com/wso2/product-mi-tooling,36920,org.wso2.ei:wso2-micro-integrator-tooling,http://wso2.com/products/enterprise-integrator/,https://github.com/wso2/product-mi-tooling.git
144735,github.com/hyperledger/iroha,https://github.com/hyperledger/iroha,https://github.com/hyperledger/iroha,293497,jp.co.soramitsu:iroha,http://www.example.com/example-application,https://github.com/hyperledger/iroha
151344,github.com/scouter-project/scouter,https://github.com/scouter-project/scouter,https://github.com/scouter-project/scouter,360603,io.github.scouter-project:scouter-parent,https://github.com/scouter-project/scouter,git@github.com:scouter-project/scouter.git
151681,github.com/quarkusio/quarkus,https://github.com/quarkusio/quarkus,https://github.com/quarkusio/quarkus,313882,io.quarkus.arc:arc-parent,https://github.com/quarkusio/quarkus,https://github.com/quarkusio/quarkus
151885,github.com/jpmml/jpmml-lightgbm,https://github.com/jpmml/jpmml-lightgbm,https://github.com/jpmml/jpmml-lightgbm,159068,org.jpmml:jpmml-lightgbm,https://github.com/jpmml/jpmml-lightgbm,git://github.com/jpmml/jpmml-lightgbm.git
154205,github.com/google/googletest,https://github.com/google/googletest,https://github.com/google/googletest,668525,com.fpliu.ndk.pkg.prefab.android.21:googletest,https://github.com/google/googletest.git,https://github.com/google/googletest.git
835050,github.com/protonmail/gopenpgp/v3,https://github.com/protonmail/gopenpgp,https://github.com/protonmail/gopenpgp,286631,me.proton.crypto:android-golib,https://github.com/ProtonMail/gopenpgp,https://github.com/ProtonMail/gopenpgp
157462,github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,https://github.com/dmlc/xgboost,598234,com.intel.bigdata.xgboost:xgboost-jvm_2.12,https://github.com/Intel-bigdata/xgboost/tree/arrow-to-dmatrix/jvm-packages,https://github.com/dmlc/xgboost
169029,github.com/netty/netty,https://github.com/netty/netty,https://github.com/netty/netty,322950,io.netty:netty-bom,https://netty.io/,https://github.com/netty/netty
180160,github.com/apache/guacamole-client,https://github.com/apache/guacamole-client,https://github.com/apache/guacamole-client,238952,org.apache.guacamole:guacamole-common,http://guacamole.apache.org/,https://github.com/apache/guacamole-client
180415,github.com/neo4j/neo4j,https://github.com/neo4j/neo4j,https://github.com/neo4j/neo4j,177015,org.graphfoundation.ongdb:ongdb-fulltext-addon,,https://github.com/neo4j/neo4j/tree/3.3/enterprise/fulltext-addon
183455,github.com/apicurio/apicurio-registry-operator,https://github.com/apicurio/apicurio-registry-operator,https://github.com/apicurio/apicurio-registry-operator,437657,io.apicurio:apicurio-registry-operator-api-model,https://www.apicur.io/,scm:git:git@github.com:apicurio/apicurio-registry-operator.git
185454,github.com/google/guava,https://github.com/google/guava,https://github.com/google/guava,612312,com.google.guava:guava-bom,https://github.com/google/guava,https://github.com/google/guava
186702,github.com/tarscloud/tars,https://github.com/tarscloud/tars,https://github.com/tarscloud/tars,514333,com.tencent.tars:tars-parent,https://github.com/TarsCloud/Tars,https://github.com/TarsCloud/Tars
188520,github.com/alibaba/cola,https://github.com/alibaba/cola,https://github.com/alibaba/cola,718020,com.alibaba.cola:cola-archetype-light,https://github.com/alibaba/COLA,
197331,github.com/elasticsearch/elasticsearch,https://github.com/elasticsearch/elasticsearch,https://github.com/elasticsearch/elasticsearch,189017,org.elasticsearch:elasticsearch-attachments,,http://github.com/elasticsearch/elasticsearch
199085,github.com/apache/parquet-mr,https://github.com/apache/parquet-mr,https://github.com/apache/parquet-mr,598174,com.intel.qat:parquet,https://parquet.apache.org,scm:git:git@github.com:apache/parquet-mr.git
215020,github.com/project-mirai/mirai-api-http,https://github.com/project-mirai/mirai-api-http,https://github.com/project-mirai/mirai-api-http,271668,net.mamoe:mirai-api-http,https://github.com/project-mirai/mirai-api-http,https://github.com/project-mirai/mirai-api-http
216283,github.com/apache/plc4x,https://github.com/apache/plc4x,https://github.com/apache/plc4x,230281,org.apache.plc4x:plc4x-parent,https://plc4x.apache.org,https://github.com/apache/plc4x
222090,github.com/working-group-two/wgtwoapis,https://github.com/working-group-two/wgtwoapis,https://github.com/working-group-two/wgtwoapis,497077,com.wgtwo.api.v0:grpc-pom,https://github.com/working-group-two/wgtwoapis/tree/v0,https://github.com/working-group-two/wgtwoapis.git
233686,github.com/square/wire,https://github.com/square/wire,https://github.com/square/wire,520827,com.squareup.wire:com.squareup.wire.gradle.plugin,https://github.com/square/wire/,https://github.com/square/wire/
234166,github.com/palantir/conjure-go/v6,https://github.com/palantir/conjure-go,https://github.com/palantir/conjure-go,551872,com.palantir.conjure:conjure-go,https://github.com/palantir/conjure-go,https://github.com/palantir/conjure-go
234358,github.com/citrusframework/yaks,https://github.com/citrusframework/yaks,https://github.com/citrusframework/yaks,211419,org.citrusframework.yaks:yaks-bom,https://citrusframework.org,http://github.com/citrusframework/yaks
241957,github.com/brotherlogic/recordcollection,https://github.com/brotherlogic/recordcollection,https://github.com/brotherlogic/recordcollection,698466,com.brotherlogic.recordcollection:recordcollection,https://github.com/BrotherLogic/recordcollection,git@github.com:brotherlogic/recordcollection.git
244068,github.com/streamnative/pulsar,https://github.com/streamnative/pulsar,https://github.com/streamnative/pulsar,305831,io.streamnative:pulsar,https://github.com/apache/pulsar,https://github.com/streamnative/pulsar
244309,github.com/streem/pbandk,https://github.com/streem/pbandk,https://github.com/streem/pbandk,30373,pro.streem.pbandk:pbandk-protos,https://github.com/streem/pbandk,git@github.com:streem/pbandk.git
245508,github.com/meiqia/meiqiasdk-android,https://github.com/meiqia/meiqiasdk-android,https://github.com/meiqia/meiqiasdk-android,571427,com.meiqia:androidx,https://github.com/Meiqia/MeiqiaSDK-Android,https://github.com/Meiqia/MeiqiaSDK-Android
246531,github.com/juliastrings/utf8proc,https://github.com/juliastrings/utf8proc,https://github.com/juliastrings/utf8proc,404001,io.github.cryptorg:utf8proc,https://github.com/JuliaStrings/utf8proc,https://github.com/JuliaStrings/utf8proc
248214,github.com/nlpchina/elasticsearch-sql,https://github.com/nlpchina/elasticsearch-sql,https://github.com/nlpchina/elasticsearch-sql,503743,com.ucloudlink.css:elasticsearch-sql,https://github.com/NLPchina/elasticsearch-sql/,git@github.com:NLPchina/elasticsearch-sql.git
251373,github.com/jeremylong/dependencycheck,https://github.com/jeremylong/dependencycheck,https://github.com/jeremylong/dependencycheck,108464,org.owasp:dependency-check-ant,,https://github.com/jeremylong/DependencyCheck/tree/main/ant
260184,github.com/roaringbitmap/roaringbitmap,https://github.com/roaringbitmap/roaringbitmap,https://github.com/roaringbitmap/roaringbitmap,215315,org.bitlap:RoaringBitmap,https://github.com/bitlap/RoaringBitmap,https://github.com/RoaringBitmap/RoaringBitmap
262694,github.com/netflix/eureka,https://github.com/netflix/eureka,https://github.com/netflix/eureka,562498,com.netflix.eureka:eureka-client,https://github.com/Netflix/eureka,https://github.com/Netflix/eureka
267286,github.com/tencent/mmkv,https://github.com/tencent/mmkv,https://github.com/tencent/mmkv,514555,com.tencent:mmkv,https://github.com/Tencent/MMKV,https://github.com/Tencent/MMKV
270469,github.com/yelp/nrtsearch,https://github.com/yelp/nrtsearch,https://github.com/yelp/nrtsearch,492115,com.yelp.nrtsearch:clientlib,https://github.com/Yelp/nrtsearch,https://github.com/Yelp/nrtsearch
275494,github.com/dropwizard/metrics,https://github.com/dropwizard/metrics,https://github.com/dropwizard/metrics,685762,com.data-artisans:frocksdbjni,https://github.com/dataArtisans/frocksdb,http://github.com/dropwizard/metrics/
280137,github.com/google/gson,https://github.com/google/gson,https://github.com/google/gson,612751,com.google.code.gson:gson-parent,https://github.com/google/gson,https://github.com/google/gson/
280513,github.com/knowm/xchange,https://github.com/knowm/xchange,https://github.com/knowm/xchange,268705,net.osslabz:xchange-parent,http://knowm.org/open-source/xchange,git@github.com:knowm/XChange.git
281225,github.com/juicedata/juicefs,https://github.com/juicedata/juicefs,https://github.com/juicedata/juicefs,335894,io.juicefs:juicefs-hadoop,https://github.com/juicedata/juicefs,https://github.com/juicedata/juicefs
281786,github.com/getgauge/gauge-proto/go/gauge_messages,https://github.com/getgauge/gauge-proto,https://github.com/getgauge/gauge-proto,511094,com.thoughtworks.gauge:gauge-api-client,https://github.com/getgauge/gauge-proto,git@github.com:getgauge/gauge-proto.git
281870,github.com/grails/gorm-graphql,https://github.com/grails/gorm-graphql,https://github.com/grails/gorm-graphql,177437,org.grails:docs,https://github.com/grails/gorm-graphql,scm:git@github.com:grails/gorm-graphql.git
282944,github.com/skroutz/elasticsearch-analysis-greeklish,https://github.com/skroutz/elasticsearch-analysis-greeklish,https://github.com/skroutz/elasticsearch-analysis-greeklish,444032,gr.skroutz:elasticsearch-analysis-greeklish,,http://github.com/skroutz/elasticsearch-analysis-greeklish
283382,github.com/alibaba/qlexpress,https://github.com/alibaba/qlexpress,https://github.com/alibaba/qlexpress,718690,com.alibaba:QLExpress,https://github.com/alibaba/QLExpress,git@github.com:alibaba/QLExpress.git
285834,github.com/spring-io/initializr,https://github.com/spring-io/initializr,https://github.com/spring-io/initializr,306484,io.spring.initializr:initializr-actuator,https://github.com/spring-io/initializr/initializr-bom/initializr-parent/initializr-actuator,https://github.com/spring-io/initializr
288761,github.com/provenance-io/provenance,https://github.com/provenance-io/provenance,https://github.com/provenance-io/provenance,317227,io.provenance:proto-java,https://provenance.io,https://github.com/provenance-io/provenance
289484,github.com/harawata/appdirs,https://github.com/harawata/appdirs,https://github.com/harawata/appdirs,275824,net.harawata:appdirs,https://github.com/harawata/appdirs,https://github.com/harawata/appdirs
289899,github.com/ooni/probe-cli/v3,https://github.com/ooni/probe-cli,https://github.com/ooni/probe-cli,124589,org.ooni:oonimkall,https://github.com/ooni/probe-cli,https://github.com/ooni/probe-cli
291426,github.com/wechatpay-apiv3/wechatpay-apache-httpclient,https://github.com/wechatpay-apiv3/wechatpay-apache-httpclient,https://github.com/wechatpay-apiv3/wechatpay-apache-httpclient,621104,com.github.wechatpay-apiv3:wechatpay-apache-httpclient,https://github.com/wechatpay-apiv3/wechatpay-apache-httpclient,https://github.com/wechatpay-apiv3/wechatpay-apache-httpclient
291657,github.com/wechat-group/wxjava,https://github.com/wechat-group/wxjava,https://github.com/wechat-group/wxjava,656600,com.github.binarywang:wx-java,https://github.com/Wechat-Group/WxJava,https://github.com/Wechat-Group/WxJava
291870,github.com/athenz/athenz,https://github.com/athenz/athenz,https://github.com/athenz/athenz,493201,com.yahoo.athenz:athenz,https://github.com/AthenZ/athenz,https://github.com/AthenZ/athenz
298722,github.com/netflix/dgs-framework,https://github.com/netflix/dgs-framework,https://github.com/netflix/dgs-framework,562379,com.netflix.graphql.dgs:dgs-starter,https://github.com/Netflix/dgs-framework,https://github.com/Netflix/dgs-framework.git
304363,github.com/trivago/cluecumber-report-plugin,https://github.com/trivago/cluecumber-report-plugin,https://github.com/trivago/cluecumber-report-plugin,508497,com.trivago.rta:cluecumber-report-plugin,https://github.com/trivago/cluecumber-report-plugin,https://git@github.com:trivago/cluecumber-report-plugin.git
305566,github.com/ben-manes/caffeine,https://github.com/ben-manes/caffeine,https://github.com/ben-manes/caffeine,656883,com.github.ben-manes.caffeine:caffeine,https://github.com/ben-manes/caffeine,https://github.com/ben-manes/caffeine
307084,github.com/google/guice,https://github.com/google/guice,https://github.com/google/guice,612227,com.google.inject:guice-parent,https://github.com/google/guice,https://github.com/google/guice
307126,github.com/google/j2objc,https://github.com/google/j2objc,https://github.com/google/j2objc,612212,com.google.j2objc:j2objc-annotations,https://github.com/google/j2objc/,http://github.com/google/j2objc
307130,github.com/google/google-java-format,https://github.com/google/google-java-format,https://github.com/google/google-java-format,763296,com.carrotsearch.googlejavaformat:google-java-format-parent,https://github.com/google/google-java-format,http://github.com/google/google-java-format/
307131,github.com/google/dagger,https://github.com/google/dagger,https://github.com/google/dagger,612456,com.google.dagger:dagger-android-jarimpl,https://github.com/google/dagger,https://github.com/google/dagger/
307153,github.com/apache/drill,https://github.com/apache/drill,https://github.com/apache/drill,242948,org.apache.drill:drill-root,http://drill.apache.org/,https://github.com/apache/drill
307161,github.com/apache/groovy,https://github.com/apache/groovy,https://github.com/apache/groovy,238989,org.apache.groovy:groovy,https://groovy-lang.org,https://github.com/apache/groovy.git
307753,github.com/erlang/otp,https://github.com/erlang/otp,https://github.com/erlang/otp,187773,org.erlang.otp:jinterface,http://erlang.org/,http://github.com/erlang/otp
307762,github.com/oracle/graal,https://github.com/oracle/graal,https://github.com/oracle/graal,553802,com.oracle.substratevm:graal-hotspot-library,https://github.com/oracle/graal/tree/master/substratevm,https://github.com/oracle/graal
308112,github.com/mybatis/mybatis-3,https://github.com/mybatis/mybatis-3,https://github.com/mybatis/mybatis-3,549774,com.pig4cloud:mybatis,http://www.mybatis.org/mybatis-3,http://github.com/mybatis/mybatis-3
308354,github.com/eclipse/jetty.project,https://github.com/eclipse/jetty.project,https://github.com/eclipse/jetty.project,192988,org.eclipse.jetty:jetty-bom,http://www.eclipse.org/jetty,https://github.com/eclipse/jetty.project
308355,github.com/eclipse/microprofile-jwt-auth,https://github.com/eclipse/microprofile-jwt-auth,https://github.com/eclipse/microprofile-jwt-auth,191897,org.eclipse.microprofile.jwt:microprofile-jwt-auth-parent,https://github.com/eclipse/microprofile-jwt-auth,https://github.com/eclipse/microprofile-jwt-auth
308745,github.com/grpc/grpc-kotlin,https://github.com/grpc/grpc-kotlin,https://github.com/grpc/grpc-kotlin,340538,io.grpc:grpc-kotlin-stub,https://github.com/grpc/grpc-kotlin,https://github.com/grpc/grpc-kotlin
309274,github.com/google/protobuf-gradle-plugin,https://github.com/google/protobuf-gradle-plugin,https://github.com/google/protobuf-gradle-plugin,612061,com.google.protobuf:protobuf-gradle-plugin,https://github.com/google/protobuf-gradle-plugin,https://github.com/google/protobuf-gradle-plugin
310063,github.com/gradle/gradle-profiler,https://github.com/gradle/gradle-profiler,https://github.com/gradle/gradle-profiler,177461,org.gradle.profiler:client-protocol,https://github.com/gradle/gradle-profiler,https://github.com/gradle/gradle-profiler/tree/master
311342,github.com/googleapis/google-http-java-client,https://github.com/googleapis/google-http-java-client,https://github.com/googleapis/google-http-java-client,612259,com.google.http-client:google-http-client-bom,https://github.com/googleapis/google-http-java-client/tree/master/google-http-client-bom,https://github.com/googleapis/google-http-java-client
311344,github.com/googleapis/google-api-java-client,https://github.com/googleapis/google-api-java-client,https://github.com/googleapis/google-api-java-client,614631,com.google.api-client:google-api-client-bom,https://github.com/googleapis/google-api-java-client/tree/master/google-api-client-bom,https://github.com/googleapis/google-api-java-client
315677,github.com/oracle/helidon,https://github.com/oracle/helidon,https://github.com/oracle/helidon,339984,io.helidon:helidon-parent,https://helidon.io,https://github.com/oracle/helidon
315683,github.com/oracle/tribuo,https://github.com/oracle/tribuo,https://github.com/oracle/tribuo,76076,org.tribuo:tribuo,https://www.tribuo.org,https://github.com/oracle/tribuo/tree/main
316228,github.com/dropwizard/dropwizard,https://github.com/dropwizard/dropwizard,https://github.com/dropwizard/dropwizard,426444,io.dropwizard:dropwizard-project,${dropwizard.url},https://github.com/dropwizard/dropwizard
316490,github.com/oshi/oshi,https://github.com/oshi/oshi,https://github.com/oshi/oshi,652924,com.github.dblock:oshi-parent,https://github.com/oshi/oshi,https://github.com/oshi/oshi.git
1022804,github.com/publicsuffix/list/tools,https://github.com/publicsuffix/list,https://github.com/publicsuffix/list,32744,pl.droidsonroids.gradle:publicsuffix,https://publicsuffix.org/,http://github.com/publicsuffix/list/
317260,github.com/lucksiege/pictureselector,https://github.com/lucksiege/pictureselector,https://github.com/lucksiege/pictureselector,359423,io.github.shichuanenhui:pictureselector,https://github.com/LuckSiege/PictureSelector,https://github.com/LuckSiege/PictureSelector
318497,github.com/psi-probe/psi-probe,https://github.com/psi-probe/psi-probe,https://github.com/psi-probe/psi-probe,631139,com.github.psi-probe:psi-probe,https://github.com/psi-probe/psi-probe/,https://github.com/psi-probe/psi-probe/
320586,github.com/reactor/reactor-netty,https://github.com/reactor/reactor-netty,https://github.com/reactor/reactor-netty,355981,io.github.sunny-chung:reactor-netty,https://github.com/reactor/reactor-netty,https://github.com/reactor/reactor-netty
321261,github.com/kodein-framework/kodein-di,https://github.com/kodein-framework/kodein-di,https://github.com/kodein-framework/kodein-di,151153,org.kodein.di:kodein-di,http://kodein.org,https://github.com/Kodein-Framework/Kodein-DI
321809,github.com/nhaarman/mockito-kotlin,https://github.com/nhaarman/mockito-kotlin,https://github.com/nhaarman/mockito-kotlin,561079,com.nhaarman:mockito-kotlin,https://github.com/nhaarman/mockito-kotlin,scm:git@github.com:nhaarman/mockito-kotlin.git
325351,github.com/sonarsource/sonar-php,https://github.com/sonarsource/sonar-php,https://github.com/sonarsource/sonar-php,88203,org.sonarsource.php:php,http://redirect.sonarsource.com/plugins/php.html,https://github.com/SonarSource/sonar-php
326537,github.com/yu199195/myth,https://github.com/yu199195/myth,https://github.com/yu199195/myth,199115,org.dromara:myth,,https://github.com/yu199195/myth.git
326911,github.com/datadog/dd-trace-java,https://github.com/datadog/dd-trace-java,https://github.com/datadog/dd-trace-java,685672,com.datadoghq:dd-java-agent,https://github.com/datadog/dd-trace-java,https://github.com/datadog/dd-trace-java
326950,github.com/drewnoakes/metadata-extractor,https://github.com/drewnoakes/metadata-extractor,https://github.com/drewnoakes/metadata-extractor,680277,com.drewnoakes:metadata-extractor,https://drewnoakes.com/code/exif/,https://github.com/drewnoakes/metadata-extractor
329323,github.com/dji-sdk/mobile-sdk-android,https://github.com/dji-sdk/mobile-sdk-android,https://github.com/dji-sdk/mobile-sdk-android,680970,com.dji:dji-sdk,http://www.dji.com/,https://github.com/dji-sdk/Mobile-SDK-Android.git
336151,github.com/xerial/sqlite-jdbc,https://github.com/xerial/sqlite-jdbc,https://github.com/xerial/sqlite-jdbc,648047,com.github.gotson:sqlite-jdbc,,https://github.com/xerial/sqlite-jdbc
338871,github.com/sbt/sbt-assembly,https://github.com/sbt/sbt-assembly,https://github.com/sbt/sbt-assembly,678549,com.eed3si9n:sbt-assembly_2.12_1.0,https://github.com/sbt/sbt-assembly,https://github.com/sbt/sbt-assembly
345321,github.com/dapr/java-sdk,https://github.com/dapr/java-sdk,https://github.com/dapr/java-sdk,428304,io.dapr:client,https://dapr.io,http://github.com/dapr/java-sdk
347369,github.com/nvidia/spark-rapids,https://github.com/nvidia/spark-rapids,https://github.com/nvidia/spark-rapids,559184,com.nvidia:rapids-4-spark-parent,https://nvidia.github.io/spark-rapids/,https://github.com/NVIDIA/spark-rapids
653708,github.com/specgen-io/specgen/openapi/v2,https://github.com/specgen-io/specgen,https://github.com/specgen-io/specgen,307043,io.specgen:specgen-maven-plugin,https://specgen.io,https://github.com/specgen-io/specgen/v2
354658,github.com/getgauge/gauge-java,https://github.com/getgauge/gauge-java,https://github.com/getgauge/gauge-java,511093,com.thoughtworks.gauge:gauge-java,https://github.com/getgauge/gauge-java,git@github.com:getgauge/gauge-java.git
367565,github.com/sourcegraph/lsif-java,https://github.com/sourcegraph/lsif-java,https://github.com/sourcegraph/lsif-java,526056,com.sourcegraph:docs_2.13,https://github.com/sourcegraph/lsif-java,https://github.com/sourcegraph/lsif-java
383301,github.com/kitlangton/zio-app,https://github.com/kitlangton/zio-app,https://github.com/kitlangton/zio-app,384326,io.github.kitlangton:zio-app_2.13,https://github.com/kitlangton/zio-app,https://github.com/kitlangton/zio-app
441799,github.com/clevertap/apns-http2,https://github.com/clevertap/apns-http2,https://github.com/clevertap/apns-http2,693806,com.clevertap.apns:apns-http2,https://github.com/CleverTap/apns-http2,http://github.com/CleverTap/apns-http2/tree/master
441918,github.com/streamxhub/streamx,https://github.com/streamxhub/streamx,https://github.com/streamxhub/streamx,519109,com.streamxhub.streamx:streamx,https://github.com/streamxhub/streamx,https://github.com/streamxhub/streamx
444074,github.com/square/retrofit,https://github.com/square/retrofit,https://github.com/square/retrofit,604560,com.huanli233.retrofit2-compat:adapter-guava,https://github.com/square/retrofit,https://github.com/square/retrofit/
444322,github.com/danielmartinus/konfetti,https://github.com/danielmartinus/konfetti,https://github.com/danielmartinus/konfetti,260126,nl.dionsegijn:konfetti,https://github.com/DanielMartinus/Konfetti,https://github.com/DanielMartinus/konfetti/tree/main
444746,github.com/zaproxy/zaproxy,https://github.com/zaproxy/zaproxy,https://github.com/zaproxy/zaproxy,33614,org.zaproxy:zap,https://www.zaproxy.org/,https://github.com/zaproxy/zaproxy
445576,github.com/libgdx/libgdx,https://github.com/libgdx/libgdx,https://github.com/libgdx/libgdx,704091,com.badlogicgames.gdx:gdx-backend-robovm-metalangle,https://github.com/libgdx/libgdx,https://github.com/libgdx/libgdx
446066,github.com/googlecloudplatform/pubsub,https://github.com/googlecloudplatform/pubsub,https://github.com/googlecloudplatform/pubsub,612051,com.google.pubsub:cloud-pubsub-client,https://cloud.google.com/pubsub,https://github.com/GoogleCloudPlatform/pubsub/tree/master/client
446508,github.com/sonarsource/sonar-python,https://github.com/sonarsource/sonar-python,https://github.com/sonarsource/sonar-python,88188,org.sonarsource.python:python,,https://github.com/SonarSource/sonar-python
446510,github.com/sonarsource/sonar-java,https://github.com/sonarsource/sonar-java,https://github.com/sonarsource/sonar-java,208155,org.codehaus.sonar-plugins.java:java,,https://github.com/SonarSource/sonar-java
446511,github.com/sonarsource/sonarqube,https://github.com/sonarsource/sonarqube,https://github.com/sonarsource/sonarqube,208306,org.codehaus.sonar:sonar,http://www.sonarqube.org/,https://github.com/SonarSource/sonarqube
446828,github.com/square/javapoet,https://github.com/square/javapoet,https://github.com/square/javapoet,521352,com.squareup:javapoet,http://github.com/square/javapoet/,http://github.com/square/javapoet/
