Crates_ID,Crates_Name,Crates_Homepage,Crates_Repo,Go_ID,Go_Name,Go_Homepage,Go_Repo,NPM_ID,NPM_Name,NPM_Homepage,NPM_Repo
40939,owlish,,https://github.com/field33/owlish,1973362,github.com/field33/owlish,https://github.com/field33/owlish,https://github.com/field33/owlish,2795410,owlish,https://github.com/field33/owlish#readme,git+https://github.com/field33/owlish.git
41887,pactus-jsonrpc,https://pactus.org,https://github.com/pactus-project/pactus,675200,github.com/pactus-project/pactus,https://github.com/pactus-project/pactus,https://github.com/pactus-project/pactus,2802891,pactus-jsonrpc,https://pactus.org,git+https://github.com/pactus-project/pactus.git
42607,tree-sitter-groovy,,https://github.com/amaanq/tree-sitter-groovy,1761470,github.com/amaanq/tree-sitter-groovy,https://github.com/amaanq/tree-sitter-groovy,https://github.com/amaanq/tree-sitter-groovy,3442803,tree-sitter-groovy,https://github.com/amaanq/tree-sitter-groovy#readme,git+https://github.com/amaanq/tree-sitter-groovy.git
42915,tree-sitter-func,,https://github.com/amaanq/tree-sitter-func,1968766,github.com/amaanq/tree-sitter-func,https://github.com/amaanq/tree-sitter-func,https://github.com/amaanq/tree-sitter-func,69196,@amaanq/tree-sitter-func,https://github.com/amaanq/tree-sitter-func#readme,git+https://github.com/amaanq/tree-sitter-func.git
43995,tree-sitter-linkerscript,,https://github.com/amaanq/tree-sitter-linkerscript,1968773,github.com/amaanq/tree-sitter-linkerscript,https://github.com/amaanq/tree-sitter-linkerscript,https://github.com/amaanq/tree-sitter-linkerscript,3442888,tree-sitter-linkerscript,https://github.com/amaanq/tree-sitter-linkerscript#readme,git+https://github.com/amaanq/tree-sitter-linkerscript.git
44138,tree-sitter-nqc,,https://github.com/amaanq/tree-sitter-nqc,1968778,github.com/amaanq/tree-sitter-nqc,https://github.com/amaanq/tree-sitter-nqc,https://github.com/amaanq/tree-sitter-nqc,3442949,tree-sitter-nqc,https://github.com/amaanq/tree-sitter-nqc#readme,git+https://github.com/amaanq/tree-sitter-nqc.git
44366,tree-sitter-openscad,,https://github.com/bollian/tree-sitter-openscad,1715887,github.com/bollian/tree-sitter-openscad,https://github.com/bollian/tree-sitter-openscad,https://github.com/bollian/tree-sitter-openscad,3442961,tree-sitter-openscad,https://github.com/bollian/tree-sitter-openscad#readme,git+https://github.com/bollian/tree-sitter-openscad.git
47908,subnet-evm,https://avax.network,https://github.com/ava-labs/subnet-evm,542219,github.com/ava-labs/subnet-evm,https://github.com/ava-labs/subnet-evm,https://github.com/ava-labs/subnet-evm,118267,@avalabs/subnet-evm-contracts,https://github.com/ava-labs/subnet-evm#readme,git+https://github.com/ava-labs/subnet-evm.git
48688,kurtosis-sdk,https://kurtosis.com,https://github.com/kurtosis-tech/kurtosis,2166310,github.com/kurtosis-tech/kurtosis/internal_testsuites/golang,https://github.com/kurtosis-tech/kurtosis,https://github.com/kurtosis-tech/kurtosis,2371409,kurtosis-ui-components,https://github.com/kurtosis-tech/kurtosis,git+https://github.com/kurtosis-tech/kurtosis.git
49400,taro_init,,https://github.com/NervJS/taro,1620444,github.com/nervjs/taro,https://github.com/nervjs/taro,https://github.com/nervjs/taro,3667603,wxmp-transformer-jsx,https://github.com/NervJS/taro#readme,git+https://github.com/NervJS/taro.git
49481,arri_client,https://github.com/modiimedia/arri,https://github.com/modiimedia/arri,1736964,github.com/modiimedia/arri/languages/go/go-server,https://github.com/modiimedia/arri,https://github.com/modiimedia/arri,2313929,jtd-utils,https://github.com/modiimedia/arri#readme,git+https://github.com/modiimedia/arri.git
50153,tree-sitter-capnp,,https://github.com/amaanq/tree-sitter-capnp,865800,github.com/amaanq/tree-sitter-capnp,https://github.com/amaanq/tree-sitter-capnp,https://github.com/amaanq/tree-sitter-capnp,3442669,tree-sitter-capnp,https://github.com/amaanq/tree-sitter-capnp#readme,git+https://github.com/amaanq/tree-sitter-capnp.git
50412,tree-sitter-bass,,https://github.com/amaanq/tree-sitter-bass,1575167,github.com/amaanq/tree-sitter-bass,https://github.com/amaanq/tree-sitter-bass,https://github.com/amaanq/tree-sitter-bass,3442647,tree-sitter-bass,https://github.com/amaanq/tree-sitter-bass#readme,git+https://github.com/amaanq/tree-sitter-bass.git
52541,parcel_css,,https://github.com/parcel-bundler/parcel-css,1581891,github.com/parcel-bundler/parcel-css,https://github.com/parcel-bundler/parcel-css,https://github.com/parcel-bundler/parcel-css,836978,@parcel/css-win32-x64-msvc,https://github.com/parcel-bundler/parcel-css#readme,git+https://github.com/parcel-bundler/parcel-css.git
167825,npezza93-tree-sitter-nix,,https://github.com/nix-community/tree-sitter-nix,1716226,github.com/nix-community/tree-sitter-nix,https://github.com/nix-community/tree-sitter-nix,https://github.com/nix-community/tree-sitter-nix,3442944,tree-sitter-nix,https://github.com/nix-community/tree-sitter-nix#readme,git+https://github.com/nix-community/tree-sitter-nix.git
54822,tree-sitter-yuck,,https://github.com/Philipp-M/tree-sitter-yuck,1078950,github.com/philipp-m/tree-sitter-yuck,https://github.com/philipp-m/tree-sitter-yuck,https://github.com/philipp-m/tree-sitter-yuck,3443188,tree-sitter-yuck,https://github.com/Philipp-M/tree-sitter-yuck#readme,https://github.com/Philipp-M/tree-sitter-yuck
55612,tree-sitter-pony,,https://github.com/amaanq/tree-sitter-pony,1968780,github.com/amaanq/tree-sitter-pony,https://github.com/amaanq/tree-sitter-pony,https://github.com/amaanq/tree-sitter-pony,3442992,tree-sitter-pony,https://github.com/amaanq/tree-sitter-pony#readme,git+https://github.com/amaanq/tree-sitter-pony.git
56021,protofetch,https://github.com/coralogix/protofetch,https://github.com/coralogix/protofetch,2085922,github.com/coralogix/protofetch,https://github.com/coralogix/protofetch,https://github.com/coralogix/protofetch,1691770,cx-protofetch,https://github.com/coralogix/protofetch,git+https://github.com/coralogix/protofetch.git
56361,publish_cargo_test,https://spacedatastandards.org,https://github.com/DigitalArsenal/spacedatastandards.org,1633766,github.com/digitalarsenal/spacedatastandards.org,https://github.com/digitalarsenal/spacedatastandards.org,https://github.com/digitalarsenal/spacedatastandards.org,3253528,spacedatastandards.org,https://spacedatastandards.org,git+https://github.com/DigitalArsenal/spacedatastandards.org.git
56366,tiny-secp256k1,,https://github.com/bitcoinjs/tiny-secp256k1,1952059,github.com/bitcoinjs/tiny-secp256k1,https://github.com/bitcoinjs/tiny-secp256k1,https://github.com/bitcoinjs/tiny-secp256k1,3418496,tiny-secp256k1,https://github.com/bitcoinjs/tiny-secp256k1#readme,git+https://github.com/bitcoinjs/tiny-secp256k1.git
59929,tree-sitter-gdscript,,https://github.com/prestonknopp/tree-sitter-gdscript,1968925,github.com/prestonknopp/tree-sitter-gdscript,https://github.com/prestonknopp/tree-sitter-gdscript,https://github.com/prestonknopp/tree-sitter-gdscript,3442779,tree-sitter-gdscript,https://github.com/prestonknopp/tree-sitter-gdscript#readme,git+https://github.com/prestonknopp/tree-sitter-gdscript.git
195015,axoproject,https://axodotdev.github.io/cargo-dist,https://github.com/axodotdev/cargo-dist,1945009,github.com/axodotdev/cargo-dist,https://github.com/axodotdev/cargo-dist,https://github.com/axodotdev/cargo-dist,123897,@axodotdev/dist,https://axodotdev.github.io/cargo-dist,git+https://github.com/axodotdev/cargo-dist.git
61871,tree-sitter-xml,,https://github.com/tree-sitter-grammars/tree-sitter-xml,1070692,github.com/tree-sitter-grammars/tree-sitter-xml,https://github.com/tree-sitter-grammars/tree-sitter-xml,https://github.com/tree-sitter-grammars/tree-sitter-xml,1114489,@tree-sitter-grammars/tree-sitter-xml,https://github.com/tree-sitter-grammars/tree-sitter-xml#readme,git+https://github.com/tree-sitter-grammars/tree-sitter-xml.git
65248,melody_cli,https://github.com/yoav-lavi/melody,https://github.com/yoav-lavi/melody,1578642,github.com/yoav-lavi/melody,https://github.com/yoav-lavi/melody,https://github.com/yoav-lavi/melody,2513671,melodyc,https://github.com/yoav-lavi/melody#readme,git+https://github.com/yoav-lavi/melody.git
65046,tree-sitter-tablegen,,https://github.com/amaanq/tree-sitter-tablegen,1968787,github.com/amaanq/tree-sitter-tablegen,https://github.com/amaanq/tree-sitter-tablegen,https://github.com/amaanq/tree-sitter-tablegen,3443100,tree-sitter-tablegen,https://github.com/amaanq/tree-sitter-tablegen#readme,git+https://github.com/amaanq/tree-sitter-tablegen.git
65177,run-cli,https://run-cli.org,https://github.com/aymericbeaumet/run,1034499,github.com/aymericbeaumet/run,https://github.com/aymericbeaumet/run,https://github.com/aymericbeaumet/run,945075,@run-cli/run,https://run-cli.org,git+https://github.com/aymericbeaumet/run.git
78197,rle,,https://github.com/josephg/diamond-types,2157295,github.com/josephg/diamond-types,https://github.com/josephg/diamond-types,https://github.com/josephg/diamond-types,1746501,diamond-wasm,https://github.com/josephg/diamond-types#readme,git+https://github.com/josephg/diamond-types.git
71825,tree-sitter-doxygen,,https://github.com/amaanq/tree-sitter-doxygen,1574975,github.com/amaanq/tree-sitter-doxygen,https://github.com/amaanq/tree-sitter-doxygen,https://github.com/amaanq/tree-sitter-doxygen,3442722,tree-sitter-doxygen,https://github.com/amaanq/tree-sitter-doxygen#readme,git+https://github.com/amaanq/tree-sitter-doxygen.git
154081,tree-sitter-c-sharp,,https://github.com/tree-sitter/tree-sitter-c-sharp,879130,github.com/tree-sitter/tree-sitter-c-sharp,https://github.com/tree-sitter/tree-sitter-c-sharp,https://github.com/tree-sitter/tree-sitter-c-sharp,3442971,tree-sitter-parser-csharp,https://github.com/tree-sitter/tree-sitter-c-sharp#readme,git+https://github.com/tree-sitter/tree-sitter-c-sharp.git
75073,arbitrum-sdk,https://arbitrum.io/,https://github.com/OffchainLabs/arbitrum-sdk,1058559,github.com/offchainlabs/arbitrum-sdk,https://github.com/offchainlabs/arbitrum-sdk,https://github.com/offchainlabs/arbitrum-sdk,2655618,nexus-arbitrum-sdk,https://offchainlabs.com,git+https://github.com/offchainlabs/arbitrum-sdk.git
79819,tree-sitter-luap,,https://github.com/amaanq/tree-sitter-luap,1968775,github.com/amaanq/tree-sitter-luap,https://github.com/amaanq/tree-sitter-luap,https://github.com/amaanq/tree-sitter-luap,3442900,tree-sitter-luap,https://github.com/amaanq/tree-sitter-luap#readme,git+https://github.com/amaanq/tree-sitter-luap.git
81325,tree-sitter-svelte,,https://github.com/Himujjal/tree-sitter-svelte,1078944,github.com/himujjal/tree-sitter-svelte,https://github.com/himujjal/tree-sitter-svelte,https://github.com/himujjal/tree-sitter-svelte,3443089,tree-sitter-svelte,https://github.com/Himujjal/tree-sitter-svelte#readme,git+https://github.com/Himujjal/tree-sitter-svelte.git
83354,amll-lyric,,https://github.com/Steve-xmh/applemusic-like-lyrics,1954680,github.com/steve-xmh/applemusic-like-lyrics,https://github.com/steve-xmh/applemusic-like-lyrics,https://github.com/steve-xmh/applemusic-like-lyrics,87730,@applemusic-like-lyrics/ws-protocol,,https://github.com/Steve-xmh/applemusic-like-lyrics
83963,apollo-supergraph-config,,https://github.com/apollographql/rover/,2145015,github.com/apollographql/rover,https://github.com/apollographql/rover,https://github.com/apollographql/rover,86430,@apollo/rover,https://github.com/apollographql/rover#readme,git+https://github.com/apollographql/rover.git
193413,solang-forge-fmt,https://github.com/foundry-rs/foundry,https://github.com/foundry-rs/foundry,1572480,github.com/foundry-rs/foundry,https://github.com/foundry-rs/foundry,https://github.com/foundry-rs/foundry,1148491,@unfoundry/forge-linux-arm64,https://getfoundry.sh,https://github.com/foundry-rs/foundry
85617,tree-sitter-cpon,,https://github.com/amaanq/tree-sitter-cpon,1968762,github.com/amaanq/tree-sitter-cpon,https://github.com/amaanq/tree-sitter-cpon,https://github.com/amaanq/tree-sitter-cpon,3442695,tree-sitter-cpon,https://github.com/amaanq/tree-sitter-cpon#readme,git+https://github.com/amaanq/tree-sitter-cpon.git
85956,aerium-grpc,https://aerium.network,https://github.com/aerium-network/aerium,2167145,github.com/aerium-network/aerium,https://github.com/aerium-network/aerium,https://github.com/aerium-network/aerium,1298239,aerium-jsonrpc,https://aerium.network,git+https://github.com/aerium-network/aerium.git
186697,chainlink-data-streams-sdk,,https://github.com/smartcontractkit/data-streams-sdk,1655512,github.com/smartcontractkit/data-streams-sdk/go,https://github.com/smartcontractkit/data-streams-sdk,https://github.com/smartcontractkit/data-streams-sdk,194216,@chainlink/data-streams-sdk,https://github.com/smartcontractkit/data-streams-sdk/tree/main/typescript#readme,git+https://github.com/smartcontractkit/data-streams-sdk.git
88458,tree-sitter-cue,,https://github.com/eonpatapon/tree-sitter-cue,1968818,github.com/eonpatapon/tree-sitter-cue,https://github.com/eonpatapon/tree-sitter-cue,https://github.com/eonpatapon/tree-sitter-cue,3442706,tree-sitter-cue,https://github.com/eonpatapon/tree-sitter-cue#readme,git+https://github.com/eonpatapon/tree-sitter-cue.git
158210,chidori-debugger,https://docs.thousandbirds.ai,https://github.com/ThousandBirdsInc/chidori,1558027,github.com/thousandbirdsinc/chidori,https://github.com/thousandbirdsinc/chidori,https://github.com/thousandbirdsinc/chidori,17584,@1kbirds/chidori-static-analysis,https://docs.thousandbirds.ai,git+https://github.com/ThousandBirdsInc/chidori.git
121867,unionlabs,,https://github.com/unionlabs/union,1846738,github.com/unionlabs/union/uniond,https://github.com/unionlabs/union,https://github.com/unionlabs/union,1150020,@unionlabs/sdk-evm,https://docs.union.build/typescript,git+https://github.com/unionlabs/union.git
97070,suborbital,https://suborbital.dev,https://github.com/suborbital/sdk,774171,github.com/suborbital/sdk,https://github.com/suborbital/sdk,https://github.com/suborbital/sdk,1051233,@suborbital/plugin,https://github.com/suborbital/sdk#readme,
90989,tree-sitter-kdl,,https://github.com/amaanq/tree-sitter-kdl,1968772,github.com/amaanq/tree-sitter-kdl,https://github.com/amaanq/tree-sitter-kdl,https://github.com/amaanq/tree-sitter-kdl,3442862,tree-sitter-kdl,https://github.com/amaanq/tree-sitter-kdl#readme,git+https://github.com/amaanq/tree-sitter-kdl.git
92016,tree-sitter-uxntal,,https://github.com/amaanq/tree-sitter-uxntal,1968788,github.com/amaanq/tree-sitter-uxntal,https://github.com/amaanq/tree-sitter-uxntal,https://github.com/amaanq/tree-sitter-uxntal,3443143,tree-sitter-uxntal,https://github.com/amaanq/tree-sitter-uxntal#readme,git+https://github.com/amaanq/tree-sitter-uxntal.git
92074,yew_styles,https://yewstyles.spielrs.tech,https://github.com/spielrs/yew-styles-page/tree/master/crate/yew_styles,1611814,github.com/spielrs/yew-styles-page,https://github.com/spielrs/yew-styles-page,https://github.com/spielrs/yew-styles-page,3701073,yew-styles,,https://github.com/spielrs/yew-styles-page/tree/master/app/yew-styles
204622,tree-sitter-markdown-fork,,https://github.com/ikatyang/tree-sitter-markdown,801963,github.com/ikatyang/tree-sitter-markdown,https://github.com/ikatyang/tree-sitter-markdown,https://github.com/ikatyang/tree-sitter-markdown,3442911,tree-sitter-markdown,https://github.com/ikatyang/tree-sitter-markdown#readme,git+https://github.com/ikatyang/tree-sitter-markdown.git
185498,bvs-multi-test,https://satlayer.xyz/,https://github.com/satlayer/satlayer-bvs.git,2020937,github.com/satlayer/satlayer-bvs,https://github.com/satlayer/satlayer-bvs,https://github.com/satlayer/satlayer-bvs,967631,@satlayer/testcontainers,https://github.com/satlayer/satlayer-bvs#readme,git+https://github.com/satlayer/satlayer-bvs.git
95984,ontologies,,https://github.com/ontola/ontologies/,1973507,github.com/ontola/ontologies,https://github.com/ontola/ontologies,https://github.com/ontola/ontologies,2775842,ontologies,https://github.com/ontola/ontologies#readme,git+https://github.com/ontola/ontologies.git
97127,tree-sitter-luadoc,,https://github.com/amaanq/tree-sitter-luadoc,1968774,github.com/amaanq/tree-sitter-luadoc,https://github.com/amaanq/tree-sitter-luadoc,https://github.com/amaanq/tree-sitter-luadoc,3442899,tree-sitter-luadoc,https://github.com/amaanq/tree-sitter-luadoc#readme,git+https://github.com/amaanq/tree-sitter-luadoc.git
98551,tree-sitter-gitattributes,,https://github.com/tree-sitter-grammars/tree-sitter-gitattributes,2145007,github.com/tree-sitter-grammars/tree-sitter-gitattributes,https://github.com/tree-sitter-grammars/tree-sitter-gitattributes,https://github.com/tree-sitter-grammars/tree-sitter-gitattributes,3442782,tree-sitter-gitattributes,https://github.com/tree-sitter-grammars/tree-sitter-gitattributes#readme,git+https://github.com/tree-sitter-grammars/tree-sitter-gitattributes.git
98689,k0s,,https://github.com/btwiuse/k0s,670123,k0s.io/pkg/apiserver,https://github.com/btwiuse/k0s,https://github.com/btwiuse/k0s,2322145,k0s,https://k0s.io/,git+https://github.com/btwiuse/k0s.git
147953,tree-sitter-haskell,,https://github.com/tree-sitter/tree-sitter-haskell,928053,github.com/tree-sitter/tree-sitter-haskell,https://github.com/tree-sitter/tree-sitter-haskell,https://github.com/tree-sitter/tree-sitter-haskell,3442811,tree-sitter-haskell,https://github.com/tree-sitter/tree-sitter-haskell#readme,git+https://github.com/tree-sitter/tree-sitter-haskell.git
100464,fastnoise-lite,,https://github.com/Auburn/FastNoiseLite,738763,github.com/auburn/fastnoiselite,https://github.com/auburn/fastnoiselite,https://github.com/auburn/fastnoiselite,1932067,fastnoise-lite-typed,https://github.com/Auburn/FastNoiseLite#readme,git+https://github.com/Auburn/FastNoiseLite.git
105174,geoarrow-wasm,,https://github.com/kylebarron/geoarrow-rs,2055609,github.com/kylebarron/geoarrow-rs,https://github.com/kylebarron/geoarrow-rs,https://github.com/kylebarron/geoarrow-rs,2036348,geoarrow-wasm,https://github.com/kylebarron/geoarrow-rs#readme,git+https://github.com/kylebarron/geoarrow-rs.git
188102,automerge,,https://github.com/automerge/automerge,1366295,github.com/automerge/automerge,https://github.com/automerge/automerge,https://github.com/automerge/automerge,1401220,automerge-phil-data,https://github.com/automerge/automerge,git+ssh://git@github.com/automerge/automerge.git
110296,action-validator,https://github.com/mpalmer/action-validator,https://github.com/mpalmer/action-validator,1258049,github.com/mpalmer/action-validator,https://github.com/mpalmer/action-validator,https://github.com/mpalmer/action-validator,136658,@bcheidemann__test/action-validator-core,https://github.com/mpalmer/action-validator,git+https://github.com/mpalmer/action-validator.git
154652,tree-sitter-html,,https://github.com/tree-sitter/tree-sitter-html,698860,github.com/tree-sitter/tree-sitter-html,https://github.com/tree-sitter/tree-sitter-html,https://github.com/tree-sitter/tree-sitter-html,3442828,tree-sitter-html,https://github.com/tree-sitter/tree-sitter-html#readme,git+https://github.com/tree-sitter/tree-sitter-html.git
127001,cronos-anchor-lang,,https://github.com/project-serum/anchor,681263,github.com/project-serum/anchor,https://github.com/project-serum/anchor,https://github.com/project-serum/anchor,3372161,test-anchor,https://github.com/project-serum/anchor#readme,https://github.com/project-serum/anchor.git
111486,lr35902,,https://github.com/raphamorim/LR35902,1841599,github.com/raphamorim/lr35902,https://github.com/raphamorim/lr35902,https://github.com/raphamorim/lr35902,2450334,lr35902,https://github.com/raphamorim/LR35902#readme,git+https://github.com/raphamorim/LR35902.git
165168,ironfish,https://ironfish.network/,https://github.com/iron-fish/ironfish,986033,github.com/iron-fish/ironfish,https://github.com/iron-fish/ironfish,https://github.com/iron-fish/ironfish,2245875,ironfish-cli,https://ironfish.network/,git+https://github.com/iron-fish/ironfish.git
125038,didcomm,,https://github.com/sicpa-dlab/didcomm-rust,913601,github.com/sicpa-dlab/didcomm-rust,https://github.com/sicpa-dlab/didcomm-rust,https://github.com/sicpa-dlab/didcomm-rust,1748459,didcomm-node,https://github.com/sicpa-dlab/didcomm-rust/tree/main/wasm#readme,git+https://github.com/sicpa-dlab/didcomm-rust.git#main
211744,revm-inspector,,https://github.com/bluealloy/revm,1579459,github.com/bluealloy/revm,https://github.com/bluealloy/revm,https://github.com/bluealloy/revm,3088362,revmjs,https://github.com/bluealloy/revm#readme,git+https://github.com/bluealloy/revm.git
132436,fta,https://ftaproject.dev,https://github.com/sgb-io/fta,1986216,github.com/sgb-io/fta,https://github.com/sgb-io/fta,https://github.com/sgb-io/fta,1995802,fta-wasm,https://ftaproject.dev,git+https://github.com/sgb-io/fta.git
134341,edgesearch,https://github.com/wilsonzlin/edgesearch,https://github.com/wilsonzlin/edgesearch.git,1985049,github.com/wilsonzlin/edgesearch,https://github.com/wilsonzlin/edgesearch,https://github.com/wilsonzlin/edgesearch,1818688,edgesearch-client,https://github.com/wilsonzlin/edgesearch#readme,git+https://github.com/wilsonzlin/edgesearch.git
136150,oxc_hir,https://github.com/web-infra-dev/oxc,https://github.com/web-infra-dev/oxc,1582955,github.com/web-infra-dev/oxc,https://github.com/web-infra-dev/oxc,https://github.com/web-infra-dev/oxc,2795957,oxidation-compiler,https://github.com/web-infra-dev/oxc,git+https://github.com/web-infra-dev/oxc.git
139014,navi,https://github.com/denisidoro/navi,https://github.com/denisidoro/navi,530049,github.com/denisidoro/navi,https://github.com/denisidoro/navi,https://github.com/denisidoro/navi,1443245,beavr,https://github.com/denisidoro/navi#readme,git+https://github.com/denisidoro/navi.git
139092,aleo-account,https://aleo.org,https://github.com/AleoHQ/aleo,2036508,github.com/aleohq/aleo,https://github.com/aleohq/aleo,https://github.com/aleohq/aleo,1317060,aleo-wasm,https://aleo.org,git+https://github.com/AleoHQ/aleo.git
140413,flatgeobuf,https://flatgeobuf.org/,https://github.com/flatgeobuf/flatgeobuf/tree/master/src/rust,887541,github.com/flatgeobuf/flatgeobuf/src/go,https://github.com/flatgeobuf/flatgeobuf,https://github.com/flatgeobuf/flatgeobuf,1965097,flatgeobuf,https://github.com/flatgeobuf/flatgeobuf#readme,git+https://github.com/flatgeobuf/flatgeobuf.git
140601,solana-rpc-get-stake-activation,https://anza.xyz/,https://github.com/anza-xyz/solana-rpc-client-extensions,1790598,github.com/anza-xyz/solana-rpc-client-extensions,https://github.com/anza-xyz/solana-rpc-client-extensions,https://github.com/anza-xyz/solana-rpc-client-extensions,83358,@anza-xyz/solana-rpc-get-stake-activation,https://github.com/anza-xyz/solana-rpc-client-extensions#readme,git+https://github.com/anza-xyz/solana-rpc-client-extensions.git
155998,mprocs-vt100,https://github.com/pvolok/mprocs,https://github.com/pvolok/mprocs,833531,github.com/pvolok/mprocs,https://github.com/pvolok/mprocs,https://github.com/pvolok/mprocs,2577123,mprocs,https://github.com/pvolok/mprocs#readme,git+https://github.com/pvolok/mprocs.git
142457,graph-networks-registry,,https://github.com/pinax-network/graph-networks-libs,1761097,github.com/pinax-network/graph-networks-libs/packages/golang,https://github.com/pinax-network/graph-networks-libs,https://github.com/pinax-network/graph-networks-libs,853048,@pinax/graph-networks-registry,https://github.com/pinax-network/graph-networks-libs#readme,git+https://github.com/pinax-network/graph-networks-libs.git
143108,ywasm,https://github.com/yjs/y-crdt/,https://github.com/yjs/y-crdt/,2142922,github.com/yjs/y-crdt,https://github.com/yjs/y-crdt,https://github.com/yjs/y-crdt,3715815,ywasm,https://github.com/yjs/y-crdt/,git+https://github.com/yjs/y-crdt.git
143118,zmanim-core,,https://github.com/dickermoshe/zmanim-core,2104288,github.com/dickermoshe/zmanim-core/zmanim_core,https://github.com/dickermoshe/zmanim-core,https://github.com/dickermoshe/zmanim-core,3738559,zmanim-core-bindings,https://github.com/dickermoshe/zmanim-core/blob/main/js/README.md,git+https://github.com/dickermoshe/zmanim-core.git
143293,website_crawler,,https://github.com/a11ywatch/crawler,1563073,github.com/a11ywatch/crawler,https://github.com/a11ywatch/crawler,https://github.com/a11ywatch/crawler,23279,@a11ywatch/crawler,https://github.com/a11ywatch/crawler#readme,git+https://github.com/a11ywatch/crawler.git
146540,specimen,https://github.com/ditrit/specimen,https://github.com/ditrit/specimen,565337,github.com/ditrit/specimen,https://github.com/ditrit/specimen,https://github.com/ditrit/specimen,3256141,specimen-test,,https://github.com/ditrit/specimen
146758,finalytics,https://finalytics.rs/,https://github.com/Nnamdi-sys/finalytics,2100894,github.com/nnamdi-sys/finalytics/go,https://github.com/nnamdi-sys/finalytics,https://github.com/nnamdi-sys/finalytics,1951543,finalytics,https://finalytics.rs/,git+https://github.com/Nnamdi-sys/finalytics.git
147012,railwayapp,https://github.com/railwayapp/cli,https://github.com/railwayapp/cli,217879,github.com/railwayapp/cli,https://github.com/railwayapp/cli,https://github.com/railwayapp/cli,900103,@railway/cli,https://github.com/railwayapp/cli/blob/master/README.md,git+https://github.com/railwayapp/cli.git
147075,diesel-wasm-sqlite,https://xmtp.org/,https://github.com/xmtp/libxmtp,966765,github.com/xmtp/libxmtp,https://github.com/xmtp/libxmtp,https://github.com/xmtp/libxmtp,1227916,@xmtp/wasm-bindings,https://github.com/xmtp/libxmtp,git+https://git@github.com/xmtp/libxmtp.git
148231,tree-sitter-hygen-template,,https://github.com/Hdoc1509/tree-sitter-hygen-template,1731927,github.com/hdoc1509/tree-sitter-hygen-template,https://github.com/hdoc1509/tree-sitter-hygen-template,https://github.com/hdoc1509/tree-sitter-hygen-template,3442831,tree-sitter-hygen-template,https://github.com/Hdoc1509/tree-sitter-hygen-template#readme,git+https://github.com/Hdoc1509/tree-sitter-hygen-template.git
148445,tree-sitter-jq,,https://github.com/nverno/tree-sitter-jq,1844732,github.com/nverno/tree-sitter-jq,https://github.com/nverno/tree-sitter-jq,https://github.com/nverno/tree-sitter-jq,3442856,tree-sitter-jq,https://github.com/nverno/tree-sitter-jq#readme,git+https://github.com/nverno/tree-sitter-jq.git
196569,stork-solana-sdk,,https://github.com/Stork-Oracle/stork-external,1714229,github.com/stork-oracle/stork-external/apps,https://github.com/stork-oracle/stork-external,https://github.com/stork-oracle/stork-external,1046715,@storknetwork/stork_pyth_adapter,https://github.com/Stork-Oracle/stork-external#readme,git+https://github.com/stork-oracle/stork-external.git
149659,tree-sitter-properties,,https://github.com/tree-sitter-grammars/tree-sitter-properties,1659789,github.com/tree-sitter-grammars/tree-sitter-properties,https://github.com/tree-sitter-grammars/tree-sitter-properties,https://github.com/tree-sitter-grammars/tree-sitter-properties,3442999,tree-sitter-properties,https://github.com/tree-sitter-grammars/tree-sitter-properties#readme,git+https://github.com/tree-sitter-grammars/tree-sitter-properties.git
150384,tree-sitter-r,,https://github.com/r-lib/tree-sitter-r,1078879,github.com/r-lib/tree-sitter-r,https://github.com/r-lib/tree-sitter-r,https://github.com/r-lib/tree-sitter-r,326941,@eagleoutice/tree-sitter-r,https://github.com/r-lib/tree-sitter-r#readme,git+https://github.com/r-lib/tree-sitter-r.git
150470,tree-sitter-hcl,,https://github.com/tree-sitter-grammars/tree-sitter-hcl,1619459,github.com/tree-sitter-grammars/tree-sitter-hcl,https://github.com/tree-sitter-grammars/tree-sitter-hcl,https://github.com/tree-sitter-grammars/tree-sitter-hcl,1114482,@tree-sitter-grammars/tree-sitter-hcl,https://github.com/tree-sitter-grammars/tree-sitter-hcl#readme,git+https://github.com/tree-sitter-grammars/tree-sitter-hcl.git
150771,tree-sitter-rst,,https://github.com/stsewd/tree-sitter-rst,1070086,github.com/stsewd/tree-sitter-rst,https://github.com/stsewd/tree-sitter-rst,https://github.com/stsewd/tree-sitter-rst,3443035,tree-sitter-rst,https://github.com/stsewd/tree-sitter-rst#readme,git+https://github.com/stsewd/tree-sitter-rst.git
150783,tree-sitter-agda,,https://github.com/tree-sitter/tree-sitter-agda,1078808,github.com/tree-sitter/tree-sitter-agda,https://github.com/tree-sitter/tree-sitter-agda,https://github.com/tree-sitter/tree-sitter-agda,3442626,tree-sitter-agda,https://github.com/tree-sitter/tree-sitter-agda#readme,git+https://github.com/tree-sitter/tree-sitter-agda.git
151102,tree-sitter-verilog,,https://github.com/tree-sitter/tree-sitter-verilog,1078902,github.com/tree-sitter/tree-sitter-verilog,https://github.com/tree-sitter/tree-sitter-verilog,https://github.com/tree-sitter/tree-sitter-verilog,3443149,tree-sitter-verilog,https://github.com/tree-sitter/tree-sitter-verilog#readme,git+https://github.com/tree-sitter/tree-sitter-verilog.git
