Normalized_URL,Maven_ID,Maven_Name,Maven_Homepage,Maven_Repo,NPM_ID,NPM_Name,NPM_Homepage,NPM_Repo,PHP_ID,PHP_Name,PHP_Homepage,PHP_Repo
github.com/iconify/icon-sets,138668,org.mvnpm.at.iconify:json,https://iconify.design/icon-sets/,ssh://git@github.com/iconify/icon-sets,526384,@iconify/json,https://iconify.design/icon-sets/,git+ssh://git@github.com/iconify/icon-sets.git,163390,iconify/json,,https://github.com/iconify/icon-sets
github.com/imsky/holder,67622,org.webjars.bower:holderjs,http://webjars.org,https://github.com/imsky/holder,2156998,holderjs,http://holderjs.com,git://github.com/imsky/holder.git,167318,imsky/holder,,https://github.com/imsky/holder
github.com/hipay/hipay-fullservice-sdk-js,65214,org.webjars.bowergithub.hipay:hipay-fullservice-sdk-js,http://webjars.org,https://github.com/hipay/hipay-fullservice-sdk-js,2151217,hipay-fullservice-sdk-js,https://developer.hipay.com/doc/hipay-fullservice-sdk-js/,git+https://github.com/hipay/hipay-fullservice-sdk-js.git,155256,hipay/hipay-enterprise-sdk-js,,https://github.com/hipay/hipay-fullservice-sdk-js
github.com/zenorocha/clipboard.js,136675,org.mvnpm:clipboard,https://clipboardjs.com,https://github.com/zenorocha/clipboard.js,2423676,listium-clipboard,https://github.com/zenorocha/clipboard.js#readme,git+https://github.com/zenorocha/clipboard.js.git,430198,zenorocha/clipboardjs,,https://github.com/zenorocha/clipboard.js
github.com/tinymce/tinymce-dist,66405,org.webjars.bower:tinymce,https://www.webjars.org,https://github.com/tinymce/tinymce-dist,3658655,wotinymce,https://github.com/tinymce/tinymce-dist#readme,git+https://github.com/tinymce/tinymce-dist.git,380529,tinymce/tinymce,,https://github.com/tinymce/tinymce-dist
github.com/nicolafranchini/venobox,57034,org.webjars.npm:github-com-nicolafranchini-VenoBox,https://www.webjars.org,https://github.com/nicolafranchini/VenoBox,3533769,venobox,https://veno.es/venobox/,git+https://github.com/nicolafranchini/VenoBox.git,265653,nicolafranchini/venobox,,https://github.com/nicolafranchini/VenoBox
github.com/dmhendricks/file-icon-vectors,68242,org.webjars.bower:github-com-dmhendricks-file-icon-vectors,http://webjars.org,https://github.com/dmhendricks/file-icon-vectors,1948247,file-icon-vectors,https://github.com/dmhendricks/file-icon-vectors#readme,git://github.com/dmhendricks/file-icon-vectors.git,97754,dmhendricks/file-icon-vectors,,https://github.com/dmhendricks/file-icon-vectors
github.com/coreui/coreui,139001,org.mvnpm.at.coreui:coreui,https://coreui.io,https://github.com/coreui/coreui,1161944,@valuis0429/vue-coreui,https://coreui.io,git+https://github.com/coreui/coreui.git,74997,coreui/coreui,,https://github.com/coreui/coreui
github.com/corejavascript/typeahead.js,68275,org.webjars.bower:github-com-corejavascript-typeahead-js,http://webjars.org,https://github.com/corejavascript/typeahead.js,1637030,corejs-typeahead,http://corejavascript.github.io/typeahead.js/,git+https://github.com/corejavascript/typeahead.js.git,74808,corejavascript/typeahead.js,,https://github.com/corejavascript/typeahead.js
github.com/coliff/bootstrap-show-password-toggle,61230,org.webjars.npm:bootstrap-show-password-toggle,https://www.webjars.org,https://github.com/coliff/bootstrap-show-password-toggle,1479717,bootstrap-show-password-toggle,https://github.com/coliff/bootstrap-show-password-toggle,git+https://github.com/coliff/bootstrap-show-password-toggle.git,71495,coliff/bootstrap-show-password-toggle,,https://github.com/coliff/bootstrap-show-password-toggle
github.com/ckeditor/ckeditor4-releases,60709,org.webjars.npm:ckeditor4,https://www.webjars.org,https://github.com/ckeditor/ckeditor4-releases,1568640,ckeditor4-xlsys,https://ckeditor.com/ckeditor-4/,git+https://github.com/ckeditor/ckeditor4-releases.git,65064,ckeditor/ckeditor,,https://github.com/ckeditor/ckeditor4-releases
github.com/bassjobsen/bootstrap-3-typeahead,69049,org.webjars.bower:bootstrap3-typeahead,http://webjars.org,https://github.com/bassjobsen/Bootstrap-3-Typeahead,1478665,bootstrap-3-typeahead,https://github.com/bassjobsen/Bootstrap-3-Typeahead/,git+https://github.com/bassjobsen/Bootstrap-3-Typeahead.git,38816,bassjobsen/bootstrap-3-typeahead,,https://github.com/bassjobsen/Bootstrap-3-Typeahead
github.com/natshah/bootstrap-print,61237,org.webjars.npm:bootstrap-print,http://webjars.org,https://github.com/Natshah/bootstrap-print,1479554,bootstrap-print,http://natshah.com,git+https://github.com/Natshah/bootstrap-print.git,259566,natshah/bootstrap-print,,https://github.com/Natshah/bootstrap-print
github.com/datatables/dist-datatables-rowreorder-bootstrap,65591,org.webjars.bowergithub.datatables:dist-datatables-rowreorder-bootstrap,https://www.webjars.org,https://github.com/DataTables/Dist-DataTables-RowReorder-Bootstrap,1709441,datatables.net-rowreorder-bs,https://datatables.net,git+https://github.com/DataTables/Dist-DataTables-RowReorder-Bootstrap.git,84698,datatables.net/datatables.net-rowreorder-bs,,https://github.com/DataTables/Dist-DataTables-RowReorder-Bootstrap
github.com/datatables/dist-datatables-rowreorder,68835,org.webjars.bower:datatables.net-rowreorder,http://webjars.org,https://github.com/DataTables/Dist-DataTables-RowReorder,1709439,datatables.net-rowreorder,https://datatables.net,git+https://github.com/DataTables/Dist-DataTables-RowReorder.git,84696,datatables.net/datatables.net-rowreorder,,https://github.com/DataTables/Dist-DataTables-RowReorder
github.com/datatables/dist-datatables-rowgroup-bootstrap,59770,org.webjars.npm:datatables.net-rowgroup-bs,https://www.webjars.org,https://github.com/DataTables/Dist-DataTables-RowGroup-Bootstrap,1709432,datatables.net-rowgroup-bs,https://datatables.net,git+https://github.com/DataTables/Dist-DataTables-RowGroup-Bootstrap.git,84688,datatables.net/datatables.net-rowgroup-bs,,https://github.com/DataTables/Dist-DataTables-RowGroup-Bootstrap
github.com/datatables/dist-datatables-responsive-semanticui,65595,org.webjars.bowergithub.datatables:dist-datatables-responsive-semanticui,http://webjars.org,https://github.com/DataTables/Dist-DataTables-Responsive-SemanticUI,1709426,datatables.net-responsive-se,https://datatables.net,git+https://github.com/DataTables/Dist-DataTables-Responsive-SemanticUI.git,84684,datatables.net/datatables.net-responsive-se,,https://github.com/DataTables/Dist-DataTables-Responsive-SemanticUI
github.com/datatables/dist-datatables-responsive-bootstrap4,68839,org.webjars.bower:datatables.net-responsive-bs4,http://webjars.org,https://github.com/DataTables/Dist-DataTables-Responsive-Bootstrap4,1709422,datatables.net-responsive-bs4,https://datatables.net,git+https://github.com/DataTables/Dist-DataTables-Responsive-Bootstrap4.git,84679,datatables.net/datatables.net-responsive-bs4,,https://github.com/DataTables/Dist-DataTables-Responsive-Bootstrap4
github.com/datatables/dist-datatables-fixedheader-bootstrap4,68846,org.webjars.bower:datatables.net-fixedheader-bs4,http://webjars.org,https://github.com/DataTables/Dist-DataTables-FixedHeader-Bootstrap4,1709398,datatables.net-fixedheader-bs4,https://datatables.net,git+https://github.com/DataTables/Dist-DataTables-FixedHeader-Bootstrap4.git,84657,datatables.net/datatables.net-fixedheader-bs4,,https://github.com/DataTables/Dist-DataTables-FixedHeader-Bootstrap4
github.com/datatables/dist-datatables-buttons-bootstrap4,65613,org.webjars.bowergithub.datatables:dist-datatables-buttons-bootstrap4,https://www.webjars.org,https://github.com/DataTables/Dist-DataTables-Buttons-Bootstrap4,1709343,datatables.net-buttons-bs4,https://datatables.net,git+https://github.com/DataTables/Dist-DataTables-Buttons-Bootstrap4.git,84627,datatables.net/datatables.net-buttons-bs4,,https://github.com/DataTables/Dist-DataTables-Buttons-Bootstrap4
github.com/datatables/dist-datatables,136438,org.mvnpm:datatables.net,https://datatables.net,https://github.com/DataTables/Dist-DataTables,2169889,hr-datatables,https://datatables.net,git+https://github.com/DataTables/Dist-DataTables.git,84609,datatables.net/datatables.net,,https://github.com/DataTables/Dist-DataTables
github.com/datatables/datetime,59792,org.webjars.npm:datatables.net-datetime,https://www.webjars.org,https://github.com/DataTables/DateTime,1709371,datatables.net-datetime,https://github.com/DataTables/DateTime#readme,git+https://github.com/DataTables/DateTime.git,84642,datatables.net/datatables.net-datetime,,https://github.com/DataTables/DateTime
github.com/colorlibhq/adminlte,139554,org.mvnpm:admin-lte,https://adminlte.io,git://github.com/ColorlibHQ/AdminLTE,3280109,stemy-admin-lte,https://adminlte.io,git://github.com/ColorlibHQ/AdminLTE.git,16407,almasaeed2010/adminlte,,https://github.com/ColorlibHQ/AdminLTE
github.com/foundation/foundation-sites,136007,org.mvnpm:foundation-sites,https://get.foundation/sites,https://github.com/foundation/foundation-sites,1984751,foundation-sites-scss,https://get.foundation/sites,git+https://github.com/foundation/foundation-sites.git,434604,zurb/foundation,,https://github.com/foundation/foundation-sites
github.com/kevinchappell/formbuilder,64907,org.webjars.bowergithub.kevinchappell:formbuilder,http://webjars.org,https://github.com/kevinchappell/formBuilder,1981995,formbuilder.js,https://formbuilder.online/,git+ssh://git@github.com/kevinchappell/formBuilder.git,196486,kevinchappell/form-builder,,https://github.com/kevinchappell/formBuilder
github.com/fomantic/fomantic-ui,68672,org.webjars.bower:fomantic-ui,https://www.webjars.org,https://github.com/fomantic/Fomantic-UI,1975354,fomantic-ui,https://fomantic-ui.com/,https://github.com/fomantic/Fomantic-UI.git,128799,fomantic/ui,,https://github.com/fomantic/Fomantic-UI
github.com/avoidwork/filesize.js,68701,org.webjars.bower:filesize,http://webjars.org,https://github.com/avoidwork/filesize.js,1950020,filesize,https://filesizejs.com,git://github.com/avoidwork/filesize.js.git,33396,avoidwork/filesize.js,,https://github.com/avoidwork/filesize.js
github.com/legacy-icons/famfamfam-silk,58779,org.webjars.npm:famfamfam-silk,http://webjars.org,https://github.com/legacy-icons/famfamfam-silk,1925153,famfamfam-silk,https://github.com/legacy-icons/famfamfam-silk,git://github.com/legacy-icons/famfamfam-silk.git,211528,legacy-icons/famfamfam-silk,,https://github.com/legacy-icons/famfamfam-silk
github.com/legacy-icons/famfamfam-flags,68721,org.webjars.bower:famfamfam-flags,http://webjars.org,https://github.com/legacy-icons/famfamfam-flags,1925151,famfamfam-flags,https://github.com/legacy-icons/famfamfam-flags,git://github.com/legacy-icons/famfamfam-flags.git,211526,legacy-icons/famfamfam-flags,,https://github.com/legacy-icons/famfamfam-flags
github.com/emojione/emojione-assets,59135,org.webjars.npm:emojione-assets,http://webjars.org,https://github.com/emojione/emojione-assets,1850050,emojione-assets,http://https//www.emojione.com,git+https://github.com/emojione/emojione-assets.git,112489,emojione/assets,,https://github.com/emojione/emojione-assets
github.com/datatables/dist-datatables-foundation,68830,org.webjars.bower:datatables.net-zf,http://webjars.org,https://github.com/DataTables/Dist-DataTables-Foundation,1709500,datatables.net-zf,https://datatables.net,git+https://github.com/DataTables/Dist-DataTables-Foundation.git,84756,datatables.net/datatables.net-zf,,https://github.com/DataTables/Dist-DataTables-Foundation
github.com/datatables/dist-datatables-select-datatables,65584,org.webjars.bowergithub.datatables:dist-datatables-select-datatables,http://webjars.org,https://github.com/DataTables/Dist-DataTables-Select-DataTables,1709483,datatables.net-select-dt,https://datatables.net,git+https://github.com/DataTables/Dist-DataTables-Select-DataTables.git,84742,datatables.net/datatables.net-select-dt,,https://github.com/DataTables/Dist-DataTables-Select-DataTables
github.com/datatables/dist-datatables-select-bootstrap5,59745,org.webjars.npm:datatables.net-select-bs5,https://www.webjars.org,https://github.com/DataTables/Dist-DataTables-Select-Bootstrap5,1709482,datatables.net-select-bs5,https://datatables.net,git+https://github.com/DataTables/Dist-DataTables-Select-Bootstrap5.git,84741,datatables.net/datatables.net-select-bs5,,https://github.com/DataTables/Dist-DataTables-Select-Bootstrap5
github.com/datatables/dist-datatables-select-bootstrap4,68595,org.webjars.bower:github-com-DataTables-Dist-DataTables-Select-Bootstrap4,http://webjars.org,https://github.com/DataTables/Dist-DataTables-Select-Bootstrap4,1709481,datatables.net-select-bs4,https://datatables.net,git+https://github.com/DataTables/Dist-DataTables-Select-Bootstrap4.git,84740,datatables.net/datatables.net-select-bs4,,https://github.com/DataTables/Dist-DataTables-Select-Bootstrap4
github.com/datatables/dist-datatables-select-bootstrap,68831,org.webjars.bower:datatables.net-select-bs,https://www.webjars.org,https://github.com/DataTables/Dist-DataTables-Select-Bootstrap,1709480,datatables.net-select-bs,https://datatables.net,git+https://github.com/DataTables/Dist-DataTables-Select-Bootstrap.git,84739,datatables.net/datatables.net-select-bs,,https://github.com/DataTables/Dist-DataTables-Select-Bootstrap
github.com/datatables/dist-datatables-select,136432,org.mvnpm:datatables.net-select,https://datatables.net,https://github.com/DataTables/Dist-DataTables-Select,1709478,datatables.net-select,https://datatables.net,git+https://github.com/DataTables/Dist-DataTables-Select.git,84737,datatables.net/datatables.net-select,,https://github.com/DataTables/Dist-DataTables-Select
github.com/datatables/dist-datatables-searchpanes-bootstrap5,59749,org.webjars.npm:datatables.net-searchpanes-bs5,https://www.webjars.org,https://github.com/DataTables/Dist-DataTables-SearchPanes-Bootstrap5,1709472,datatables.net-searchpanes-bs5,https://datatables.net,git+https://github.com/DataTables/Dist-DataTables-SearchPanes-Bootstrap5.git,84731,datatables.net/datatables.net-searchpanes-bs5,,https://github.com/DataTables/Dist-DataTables-SearchPanes-Bootstrap5
github.com/datatables/dist-datatables-searchpanes-bootstrap4,59750,org.webjars.npm:datatables.net-searchpanes-bs4,https://www.webjars.org,https://github.com/DataTables/Dist-DataTables-SearchPanes-Bootstrap4,1709471,datatables.net-searchpanes-bs4,https://datatables.net,git+https://github.com/DataTables/Dist-DataTables-SearchPanes-Bootstrap4.git,84730,datatables.net/datatables.net-searchpanes-bs4,,https://github.com/DataTables/Dist-DataTables-SearchPanes-Bootstrap4
github.com/datatables/dist-datatables-searchpanes,59751,org.webjars.npm:datatables.net-searchpanes,https://www.webjars.org,https://github.com/DataTables/Dist-DataTables-SearchPanes,1709468,datatables.net-searchpanes,https://datatables.net,git+https://github.com/DataTables/Dist-DataTables-SearchPanes.git,84727,datatables.net/datatables.net-searchpanes,,https://github.com/DataTables/Dist-DataTables-SearchPanes
github.com/datatables/dist-datatables-searchbuilder-datatables,59752,org.webjars.npm:datatables.net-searchbuilder-dt,https://www.webjars.org,https://github.com/DataTables/Dist-DataTables-SearchBuilder-DataTables,1709463,datatables.net-searchbuilder-dt,https://datatables.net,git+https://github.com/DataTables/Dist-DataTables-SearchBuilder-DataTables.git,84722,datatables.net/datatables.net-searchbuilder-dt,,https://github.com/DataTables/Dist-DataTables-SearchBuilder-DataTables
github.com/datatables/dist-datatables-searchbuilder-bootstrap5,59753,org.webjars.npm:datatables.net-searchbuilder-bs5,https://www.webjars.org,https://github.com/DataTables/Dist-DataTables-SearchBuilder-Bootstrap5,1709462,datatables.net-searchbuilder-bs5,https://datatables.net,git+https://github.com/DataTables/Dist-DataTables-SearchBuilder-Bootstrap5.git,84721,datatables.net/datatables.net-searchbuilder-bs5,,https://github.com/DataTables/Dist-DataTables-SearchBuilder-Bootstrap5
github.com/datatables/dist-datatables-searchbuilder-bootstrap4,59754,org.webjars.npm:datatables.net-searchbuilder-bs4,https://www.webjars.org,https://github.com/DataTables/Dist-DataTables-SearchBuilder-Bootstrap4,1709461,datatables.net-searchbuilder-bs4,https://datatables.net,git+https://github.com/DataTables/Dist-DataTables-SearchBuilder-Bootstrap4.git,84720,datatables.net/datatables.net-searchbuilder-bs4,,https://github.com/DataTables/Dist-DataTables-SearchBuilder-Bootstrap4
github.com/datatables/dist-datatables-searchbuilder,59755,org.webjars.npm:datatables.net-searchbuilder,https://www.webjars.org,https://github.com/DataTables/Dist-DataTables-SearchBuilder,1709458,datatables.net-searchbuilder,https://datatables.net,git+https://github.com/DataTables/Dist-DataTables-SearchBuilder.git,84717,datatables.net/datatables.net-searchbuilder,,https://github.com/DataTables/Dist-DataTables-SearchBuilder
github.com/datatables/dist-datatables-semanticui,65583,org.webjars.bowergithub.datatables:dist-datatables-semanticui,http://webjars.org,https://github.com/DataTables/Dist-DataTables-SemanticUI,1709457,datatables.net-se,https://datatables.net,git+https://github.com/DataTables/Dist-DataTables-SemanticUI.git,84716,datatables.net/datatables.net-se,,https://github.com/DataTables/Dist-DataTables-SemanticUI
github.com/datatables/dist-datatables-scroller-datatables,59757,org.webjars.npm:datatables.net-scroller-dt,https://www.webjars.org,https://github.com/DataTables/Dist-DataTables-Scroller-DataTables,1709453,datatables.net-scroller-dt,https://datatables.net,git+https://github.com/DataTables/Dist-DataTables-Scroller-DataTables.git,84711,datatables.net/datatables.net-scroller-dt,,https://github.com/DataTables/Dist-DataTables-Scroller-DataTables
github.com/datatables/dist-datatables-scroller-bootstrap5,59758,org.webjars.npm:datatables.net-scroller-bs5,https://www.webjars.org,https://github.com/DataTables/Dist-DataTables-Scroller-Bootstrap5,1709452,datatables.net-scroller-bs5,https://datatables.net,git+https://github.com/DataTables/Dist-DataTables-Scroller-Bootstrap5.git,84710,datatables.net/datatables.net-scroller-bs5,,https://github.com/DataTables/Dist-DataTables-Scroller-Bootstrap5
