Go_ID,Go_Name,Go_Homepage,Go_Repo,NPM_ID,NPM_Name,NPM_Homepage,NPM_Repo,PyPI_ID,PyPI_Name,PyPI_Homepage,PyPI_Repo
660256,github.com/google/yggdrasil-decision-forests/yggdrasil_decision_forests/port/go,https://github.com/google/yggdrasil-decision-forests,https://github.com/google/yggdrasil-decision-forests,3701565,yggdrasil-decision-forests,https://ydf.readthedocs.io,git+https://github.com/google/yggdrasil-decision-forests.git,716173,ydf,https://github.com/google/yggdrasil-decision-forests,https://github.com/google/yggdrasil-decision-forests.git
1930272,github.com/muhlba91/pulumi-proxmoxve/sdk/v7,https://github.com/muhlba91/pulumi-proxmoxve,https://github.com/muhlba91/pulumi-proxmoxve,743038,@muhlba91/pulumi-proxmoxve,https://github.com/muhlba91/pulumi-proxmoxve,git+https://github.com/muhlba91/pulumi-proxmoxve.git,483771,pulumi-proxmoxve,https://pypi.org/project/pulumi-proxmoxve/,https://github.com/muhlba91/pulumi-proxmoxve
994852,github.com/a-bigelow/cdk-eventbridge-partner-processors/cdkeventbridgepartnerprocessors,https://github.com/a-bigelow/cdk-eventbridge-partner-processors,https://github.com/a-bigelow/cdk-eventbridge-partner-processors,1536821,cdk-eventbridge-partner-processors,https://github.com/a-bigelow/cdk-eventbridge-partner-processors#readme,git+https://github.com/a-bigelow/cdk-eventbridge-partner-processors.git,2013,a-bigelow.cdk-eventbridge-partner-processors,https://github.com/a-bigelow/cdk-eventbridge-partner-processors.git,https://github.com/a-bigelow/cdk-eventbridge-partner-processors.git
665237,github.com/pulumi/pulumi-synced-folder/sdk,https://github.com/pulumi/pulumi-synced-folder,https://github.com/pulumi/pulumi-synced-folder,884662,@pulumi/synced-folder,https://pulumi.com,git+https://github.com/pulumi/pulumi-synced-folder.git,483815,pulumi-synced-folder,https://pypi.org/project/pulumi-synced-folder/,https://github.com/pulumi/pulumi-synced-folder
1450435,github.com/zscaler/pulumi-zpa/provider,https://github.com/zscaler/pulumi-zpa,https://github.com/zscaler/pulumi-zpa,137405,@bdzscaler/pulumi-zpa,https://www.zscaler.com,git+https://github.com/zscaler/pulumi-zpa.git,724246,zscaler-pulumi-zpa,https://www.zscaler.com,https://github.com/zscaler/pulumi-zpa
931701,github.com/dirien/pulumi-qovery/sdk,https://github.com/dirien/pulumi-qovery,https://github.com/dirien/pulumi-qovery,332464,@ediri/qovery,https://www.pulumi.com,git+https://github.com/dirien/pulumi-qovery.git,184414,ediri-qovery,https://www.pulumi.com,https://github.com/dirien/pulumi-qovery
1084977,github.com/pulumiverse/pulumi-ovh/provider,https://github.com/pulumiverse/pulumi-ovh,https://github.com/pulumiverse/pulumi-ovh,884697,@pulumiverse/ovh,https://www.pulumi.com,git+https://github.com/pulumiverse/pulumi-ovh.git,483856,pulumiverse-ovh,https://www.pulumi.com,https://github.com/pulumiverse/pulumi-ovh
672183,github.com/pulumiverse/pulumi-time,https://github.com/pulumiverse/pulumi-time,https://github.com/pulumiverse/pulumi-time,884706,@pulumiverse/time,https://github.com/pulumiverse/pulumi-time,git+https://github.com/pulumiverse/pulumi-time.git,483865,pulumiverse-time,https://github.com/pulumiverse/pulumi-time,https://github.com/pulumiverse/pulumi-time
1212319,github.com/pulumiverse/pulumi-aquasec/examples,https://github.com/pulumiverse/pulumi-aquasec,https://github.com/pulumiverse/pulumi-aquasec,884674,@pulumiverse/aquasec,https://www.pulumi.com,git+https://github.com/pulumiverse/pulumi-aquasec.git,483838,pulumiverse-aquasec,https://www.pulumi.com,https://github.com/pulumiverse/pulumi-aquasec
677041,github.com/lbrlabs/pulumi-ovh,https://github.com/lbrlabs/pulumi-ovh,https://github.com/lbrlabs/pulumi-ovh,635210,@lbrlabs/pulumi-ovh,https://www.pulumi.com,git+https://github.com/lbrlabs/pulumi-ovh.git,318326,lbrlabs-pulumi-ovh,https://www.pulumi.com,https://github.com/lbrlabs/pulumi-ovh
678731,github.com/lbrlabs/pulumi-scaleway,https://github.com/lbrlabs/pulumi-scaleway,https://github.com/lbrlabs/pulumi-scaleway,635215,@lbrlabs/scaleway,https://leebriggs.co.uk/projects#pulumi-scaleway,git+https://github.com/lbrlabs/pulumi-scaleway.git,318332,lbrlabs-scaleway,https://leebriggs.co.uk/projects#pulumi-scaleway,https://github.com/lbrlabs/pulumi-scaleway
989688,github.com/lbrlabs/pulumi-awscontroltower/examples,https://github.com/lbrlabs/pulumi-awscontroltower,https://github.com/lbrlabs/pulumi-awscontroltower,635201,@lbrlabs/pulumi-awscontroltower,https://leebriggs.co.uk/projects#pulumi-awscontroltower,git+https://github.com/lbrlabs/pulumi-awscontroltower.git,318316,lbrlabs-pulumi-aws-controltower,https://leebriggs.co.uk/projects#pulumi-awscontroltower,https://github.com/lbrlabs/pulumi-awscontroltower
990314,github.com/pulumi/pulumi-str/tests/golang,https://github.com/pulumi/pulumi-str,https://github.com/pulumi/pulumi-str,884660,@pulumi/str,https://github.com/pulumi/pulumi-str,git+https://github.com/pulumi/pulumi-str.git,483808,pulumi-str,https://github.com/pulumi/pulumi-str,https://github.com/pulumi/pulumi-str
683314,github.com/lbrlabs/pulumi-launchdarkly,https://github.com/lbrlabs/pulumi-launchdarkly,https://github.com/lbrlabs/pulumi-launchdarkly,635208,@lbrlabs/pulumi-launchdarkly,https://www.pulumi.com,git+https://github.com/lbrlabs/pulumi-launchdarkly.git,318324,lbrlabs-pulumi-launchdarkly,https://www.pulumi.com,https://github.com/lbrlabs/pulumi-launchdarkly
683617,github.com/pulumi/pulumi-policy,https://github.com/pulumi/pulumi-policy,https://github.com/pulumi/pulumi-policy,884640,@pulumi/policy,https://pulumi.io,git+https://github.com/pulumi/pulumi-policy.git,483759,pulumi-policy,https://github.com/pulumi/pulumi-policy,https://github.com/pulumi/pulumi-policy
684412,github.com/pulumiverse/pulumi-exoscale/sdk,https://github.com/pulumiverse/pulumi-exoscale,https://github.com/pulumiverse/pulumi-exoscale,884684,@pulumiverse/exoscale,https://www.pulumi.com,git+https://github.com/pulumiverse/pulumi-exoscale.git,483848,pulumiverse-exoscale,https://www.pulumi.com,https://github.com/pulumiverse/pulumi-exoscale
900873,github.com/nextpart/pulumi-powerdns-native/sdk,https://github.com/nextpart/pulumi-powerdns-native,https://github.com/nextpart/pulumi-powerdns-native,767874,@nextpart/powerdns,https://pulumi.com,git+https://github.com/nextpart/pulumi-powerdns-native.git,483762,pulumi-powerdns,https://pulumi.com,https://github.com/nextpart/pulumi-powerdns-native
686806,github.com/cdktf/cdktf-provider-aws,https://github.com/cdktf/cdktf-provider-aws,https://github.com/cdktf/cdktf-provider-aws,190039,@cdktf/provider-aws,https://github.com/cdktf/cdktf-provider-aws#readme,git+https://github.com/cdktf/cdktf-provider-aws.git,83162,cdktf-cdktf-provider-aws,https://github.com/cdktf/cdktf-provider-aws.git,https://github.com/cdktf/cdktf-provider-aws.git
686992,github.com/apache/age,https://github.com/apache/age,https://github.com/apache/age,2834281,pg-age,https://github.com/apache/age#readme,git+https://github.com/apache/age.git,27022,apache-age-python,https://github.com/apache/age/tree/master/drivers/python,https://github.com/apache/age/tree/master/drivers/python
687014,github.com/pulumiverse/pulumi-vra,https://github.com/pulumiverse/pulumi-vra,https://github.com/pulumiverse/pulumi-vra,884709,@pulumiverse/vra,https://www.pulumi.com,git+https://github.com/pulumiverse/pulumi-vra.git,483868,pulumiverse-vra,https://www.pulumi.com,https://github.com/pulumiverse/pulumi-vra
688976,github.com/oun/pulumi-flux/sdk,https://github.com/oun/pulumi-flux,https://github.com/oun/pulumi-flux,1215630,@worawat/flux,https://www.pulumi.com,git+https://github.com/oun/pulumi-flux.git,483676,pulumi-flux,https://www.pulumi.com,https://github.com/oun/pulumi-flux
2156200,github.com/pulumiverse/pulumi-gandi/sdk/v2,https://github.com/pulumiverse/pulumi-gandi,https://github.com/pulumiverse/pulumi-gandi,884686,@pulumiverse/gandi,https://www.pulumi.com,git+https://github.com/pulumiverse/pulumi-gandi.git,483850,pulumiverse-gandi,https://pypi.org/project/pulumiverse-gandi/,https://github.com/pulumiverse/pulumi-gandi
692968,github.com/pulumiverse/pulumi-doppler/sdk,https://github.com/pulumiverse/pulumi-doppler,https://github.com/pulumiverse/pulumi-doppler,884681,@pulumiverse/doppler,https://www.pulumi.com,git+https://github.com/pulumiverse/pulumi-doppler.git,483845,pulumiverse-doppler,https://www.pulumi.com,https://github.com/pulumiverse/pulumi-doppler
693402,github.com/mbasadi/jsii-time-ago,https://github.com/mbasadi/jsii-time-ago,https://github.com/mbasadi/jsii-time-ago,2303767,jsii-time-ago,https://github.com/mbasadi/jsii-time-ago#readme,git+https://github.com/mbasadi/jsii-time-ago.git,594611,simpletimeago,https://github.com/mbasadi/jsii-time-ago.git,https://github.com/mbasadi/jsii-time-ago.git
693962,github.com/mbasadi/jsiitestbagher,https://github.com/mbasadi/jsiitestbagher,https://github.com/mbasadi/jsiitestbagher,2303768,jsiitestbagher,https://github.com/mbasadi/jsiitestbagher#readme,git+https://github.com/mbasadi/jsiitestbagher.git,297407,jsiitestbagher,https://github.com/mbasadi/jsiitestbagher.git,https://github.com/mbasadi/jsiitestbagher.git
694057,github.com/pulumiverse/pulumi-sentry/sdk,https://github.com/pulumiverse/pulumi-sentry,https://github.com/pulumiverse/pulumi-sentry,884703,@pulumiverse/sentry,https://github.com/pulumiverse,git+https://github.com/pulumiverse/pulumi-sentry.git,483862,pulumiverse-sentry,https://pypi.org/project/pulumiverse-sentry/,https://github.com/pulumiverse/pulumi-sentry
697035,github.com/pulumi/pulumi-yandex/provider,https://github.com/pulumi/pulumi-yandex,https://github.com/pulumi/pulumi-yandex,884672,@pulumi/yandex,https://pulumi.io,git+https://github.com/pulumi/pulumi-yandex.git,483879,pulumi-yandex,https://pulumi.io,https://github.com/pulumi/pulumi-yandex
698367,github.com/lbrlabs/pulumi-tailscale-bastion/sdk,https://github.com/lbrlabs/pulumi-tailscale-bastion,https://github.com/lbrlabs/pulumi-tailscale-bastion,635213,@lbrlabs/pulumi-tailscalebastion,https://github.com/lbrlabs/pulumi-tailscale-bastion#readme,git+https://github.com/lbrlabs/pulumi-tailscale-bastion.git,318330,lbrlabs-pulumi-tailscalebastion,https://pypi.org/project/lbrlabs-pulumi-tailscalebastion/,https://github.com/lbrlabs/pulumi-tailscale-bastion
858754,github.com/lbrlabs/pulumi-harness/sdk,https://github.com/lbrlabs/pulumi-harness,https://github.com/lbrlabs/pulumi-harness,635206,@lbrlabs/pulumi-harness,https://www.pulumi.com,git+https://github.com/lbrlabs/pulumi-harness.git,318322,lbrlabs-pulumi-harness,https://www.pulumi.com,https://github.com/lbrlabs/pulumi-harness
2162103,github.com/lbrlabs/pulumi-grafana/sdk/v2,https://github.com/lbrlabs/pulumi-grafana,https://github.com/lbrlabs/pulumi-grafana,635205,@lbrlabs/pulumi-grafana,https://www.pulumi.com,git+https://github.com/lbrlabs/pulumi-grafana.git,318321,lbrlabs-pulumi-grafana,https://www.pulumi.com,https://github.com/lbrlabs/pulumi-grafana
1022166,github.com/huaweicloud/pulumi-huaweicloud/provider,https://github.com/huaweicloud/pulumi-huaweicloud,https://github.com/huaweicloud/pulumi-huaweicloud,484062,@huaweicloudos/pulumi,https://huaweicloud-pulumi-provider.readthedocs.io,git+https://github.com/huaweicloud/pulumi-huaweicloud.git,483703,pulumi-huaweicloud,https://huaweicloud-pulumi-provider.readthedocs.io,https://github.com/huaweicloud/pulumi-huaweicloud
1023511,github.com/koyeb/pulumi-koyeb/provider,https://github.com/koyeb/pulumi-koyeb,https://github.com/koyeb/pulumi-koyeb,620109,@koyeb/pulumi-koyeb,https://www.koyeb.com,git+https://github.com/koyeb/pulumi-koyeb.git,483713,pulumi-koyeb,https://pypi.org/project/pulumi-koyeb/,https://github.com/koyeb/pulumi-koyeb
712242,github.com/kuraudo-io/pulumi-symbiosis,https://github.com/kuraudo-io/pulumi-symbiosis,https://github.com/kuraudo-io/pulumi-symbiosis,624574,@kuraudo-io/symbiosis,https://www.pulumi.com,git+https://github.com/kuraudo-io/pulumi-symbiosis.git,312835,kuraudo-symbiosis,https://www.pulumi.com,https://github.com/kuraudo-io/pulumi-symbiosis
715054,github.com/metal-stack-cloud/api,https://github.com/metal-stack-cloud/api,https://github.com/metal-stack-cloud/api,703639,@metal-stack-cloud/api,https://github.com/metal-stack-cloud/api#readme,git+https://github.com/metal-stack-cloud/api.git,355333,metalstack.cloud,https://github.com/metal-stack-cloud/api,https://github.com/metal-stack-cloud/api
725622,github.com/neilkuan/cdk-secret-manager-wrapper-layer,https://github.com/neilkuan/cdk-secret-manager-wrapper-layer,https://github.com/neilkuan/cdk-secret-manager-wrapper-layer,1537016,cdk-secret-manager-wrapper-layer,https://github.com/neilkuan/cdk-secret-manager-wrapper-layer#readme,git+https://github.com/neilkuan/cdk-secret-manager-wrapper-layer.git,83123,cdk-secret-manager-wrapper-layer,https://github.com/neilkuan/cdk-secret-manager-wrapper-layer.git,https://github.com/neilkuan/cdk-secret-manager-wrapper-layer.git
731990,github.com/simcubeltd/pulumi-onepassword,https://github.com/simcubeltd/pulumi-onepassword,https://github.com/simcubeltd/pulumi-onepassword,1002296,@simcubeltd/pulumi-onepassword,https://github.com/SimCubeLtd/pulumi-onepassword,git+https://github.com/SimCubeLtd/pulumi-onepassword.git,591958,simcubeltd-pulumi-onepassword,https://github.com/SimCubeLtd/pulumi-onepassword,https://github.com/SimCubeLtd/pulumi-onepassword
1039799,github.com/pulumiverse/pulumi-purrl/provider,https://github.com/pulumiverse/pulumi-purrl,https://github.com/pulumiverse/pulumi-purrl,884700,@pulumiverse/purrl,https://pulumi.com,git+https://github.com/pulumiverse/pulumi-purrl.git,483859,pulumiverse-purrl,https://pulumi.com,https://github.com/pulumiverse/pulumi-purrl
