Normalized_URL,Go_ID,Go_Name,Go_Homepage,Go_Repo,Maven_ID,Maven_Name,Maven_Homepage,Maven_Repo,NPM_ID,NPM_Name,NPM_Homepage,NPM_Repo
github.com/hyperledger/fabric-protos,74198,github.com/hyperledger/fabric-protos,https://github.com/hyperledger/fabric-protos,https://github.com/hyperledger/fabric-protos,172680,org.hyperledger.fabric:fabric-protos,https://www.hyperledger.org/use/fabric,https://github.com/hyperledger/fabric-protos,519514,@hyperledger/fabric-protos,https://github.com/hyperledger/fabric-protos#readme,git+https://github.com/hyperledger/fabric-protos.git
github.com/bazelbuild/rules_nodejs,76146,github.com/bazelbuild/rules_nodejs,https://github.com/bazelbuild/rules_nodejs,https://github.com/bazelbuild/rules_nodejs,61430,org.webjars.npm:bazel__jasmine,https://www.webjars.org,https://github.com/bazelbuild/rules_nodejs,135754,@bazel/worker,https://github.com/bazelbuild/rules_nodejs#readme,git+https://github.com/bazelbuild/rules_nodejs.git
github.com/lorenwest/node-config,84633,github.com/lorenwest/node-config,https://github.com/lorenwest/node-config,https://github.com/lorenwest/node-config,60294,org.webjars.npm:config,http://webjars.org,https://github.com/lorenwest/node-config,2693151,node-my-config,http://lorenwest.github.com/node-config,git+ssh://git@github.com/lorenwest/node-config.git
github.com/laverdet/node-fibers,97285,github.com/laverdet/node-fibers,https://github.com/laverdet/node-fibers,https://github.com/laverdet/node-fibers,136087,org.mvnpm:fibers,https://github.com/laverdet/node-fibers,git://github.com/laverdet/node-fibers,3402047,thelinuxlich-fibers,https://github.com/laverdet/node-fibers,git://github.com/laverdet/node-fibers.git
github.com/alpinejs/alpine,97314,github.com/alpinejs/alpine,https://github.com/alpinejs/alpine,https://github.com/alpinejs/alpine,139529,org.mvnpm:alpinejs,https://alpinejs.dev,https://github.com/alpinejs/alpine,1325142,alpinejs,https://alpinejs.dev,git+https://github.com/alpinejs/alpine.git
github.com/jgthms/bulma,97316,github.com/jgthms/bulma,https://github.com/jgthms/bulma,https://github.com/jgthms/bulma,136793,org.mvnpm:bulma,https://bulma.io,https://github.com/jgthms/bulma,3299592,styletools,https://bulma.io,git+https://github.com/jgthms/bulma.git
github.com/hakimel/reveal.js,97379,github.com/hakimel/reveal.js,https://github.com/hakimel/reveal.js,https://github.com/hakimel/reveal.js,134127,org.mvnpm:reveal.js,https://revealjs.com,git://github.com/hakimel/reveal.js,3087396,reveal.js,https://revealjs.com,git://github.com/hakimel/reveal.js.git
github.com/liabru/matter-js,97380,github.com/liabru/matter-js,https://github.com/liabru/matter-js,https://github.com/liabru/matter-js,64843,org.webjars.bowergithub.liabru:matter-js,http://webjars.org,https://github.com/liabru/matter-js,3431764,tooqingmatter-js,http://brm.io/matter-js/,git+https://github.com/liabru/matter-js.git
github.com/panva/oidc-token-hash,97591,github.com/panva/oidc-token-hash,https://github.com/panva/oidc-token-hash,https://github.com/panva/oidc-token-hash,52651,org.webjars.npm:oidc-token-hash,http://webjars.org,https://github.com/panva/oidc-token-hash,2765635,oidc-token-hash,https://github.com/panva/oidc-token-hash,git+https://github.com/panva/oidc-token-hash.git
github.com/evanw/esbuild,104061,github.com/evanw/esbuild,https://github.com/evanw/esbuild,https://github.com/evanw/esbuild,138889,org.mvnpm.at.esbuild:darwin-arm64,https://github.com/evanw/esbuild#readme,https://github.com/evanw/esbuild,1868435,esbuild-windows-arm64-imba,https://github.com/evanw/esbuild#readme,git+https://github.com/evanw/esbuild.git
github.com/jitsi/jitsi-meet,107259,github.com/jitsi/jitsi-meet,https://github.com/jitsi/jitsi-meet,https://github.com/jitsi/jitsi-meet,57295,org.webjars.npm:github-com-jitsi-jitsi-meet,https://www.webjars.org,https://github.com/jitsi/jitsi-meet,3100235,rm-tgs-native-sdk,https://jitsi.org,git+https://github.com/jitsi/jitsi-meet.git
github.com/tailwindcss/tailwindcss,107806,github.com/tailwindcss/tailwindcss,https://github.com/tailwindcss/tailwindcss,https://github.com/tailwindcss/tailwindcss,56757,org.webjars.npm:github-com-tailwindcss-tailwindcss,http://webjars.org,https://github.com/tailwindcss/tailwindcss,3441942,trb-tailwindcss,https://tailwindcss.com,git+https://github.com/tailwindcss/tailwindcss.git
github.com/ulid/javascript,109101,github.com/ulid/javascript,https://github.com/ulid/javascript,https://github.com/ulid/javascript,47841,org.webjars.npm:ulid,https://www.webjars.org,https://github.com/ulid/javascript,3485856,ulid,https://github.com/ulid/javascript#readme,git+https://github.com/ulid/javascript.git
github.com/apache/tinkerpop,600822,github.com/apache/tinkerpop/gremlin-go/v3,https://github.com/apache/tinkerpop,https://github.com/apache/tinkerpop,223149,org.apache.tinkerpop:tinkerpop,http://tinkerpop.apache.org/,https://github.com/apache/tinkerpop,2083845,gremlint,https://tinkerpop.apache.org/,git+https://github.com/apache/tinkerpop.git
github.com/electron/electron,121044,github.com/electron/electron,https://github.com/electron/electron,https://github.com/electron/electron,59203,org.webjars.npm:electron,https://www.webjars.org,https://github.com/electron/electron,2783843,optimize-electron,https://github.com/electron/electron#readme,git+https://github.com/electron/electron.git
github.com/sentsin/layui,124153,github.com/sentsin/layui,https://github.com/sentsin/layui,https://github.com/sentsin/layui,64076,org.webjars.bowergithub.sentsin:layui,https://www.webjars.org,https://github.com/sentsin/layui,3247258,songz-layui,http://www.layui.com,git+ssh://git@github.com/sentsin/layui.git
github.com/swagger-api/swagger-js,125371,github.com/swagger-api/swagger-js,https://github.com/swagger-api/swagger-js,https://github.com/swagger-api/swagger-js,133778,org.mvnpm:swagger-client,https://github.com/swagger-api/swagger-js#readme,ssh://git@github.com/swagger-api/swagger-js,3321828,swagger-react-native-client,https://github.com/swagger-api/swagger-js#readme,git+ssh://git@github.com/swagger-api/swagger-js.git
github.com/mui-org/material-ui,140866,github.com/mui-org/material-ui,https://github.com/mui-org/material-ui,https://github.com/mui-org/material-ui,138310,org.mvnpm.at.mui:core,https://mui.com/customization/unstyled-components/,https://github.com/mui-org/material-ui,3162096,seanthchao-test,http://material-ui.com/,git+https://github.com/mui-org/material-ui.git
github.com/chatwoot/chatwoot,148142,github.com/chatwoot/chatwoot,https://github.com/chatwoot/chatwoot,https://github.com/chatwoot/chatwoot,57611,org.webjars.npm:github-com-chatwoot-chatwoot,https://www.webjars.org,https://github.com/chatwoot/chatwoot,972195,@scmmishra/woot-react-dev,https://chatwoot.com,git+https://github.com/chatwoot/chatwoot.git
github.com/scrumpy/tiptap,148167,github.com/scrumpy/tiptap,https://github.com/scrumpy/tiptap,https://github.com/scrumpy/tiptap,48895,org.webjars.npm:tiptap-extensions,https://www.webjars.org,https://github.com/scrumpy/tiptap,933569,@rmckayfleming/tiptap-utils,https://tiptap.scrumpy.io,git+https://github.com/scrumpy/tiptap.git
github.com/sindresorhus/github-markdown-css,148168,github.com/sindresorhus/github-markdown-css,https://github.com/sindresorhus/github-markdown-css,https://github.com/sindresorhus/github-markdown-css,135936,org.mvnpm:github-markdown-css,https://github.com/sindresorhus/github-markdown-css#readme,https://github.com/sindresorhus/github-markdown-css,2058584,github-markdown-css,https://github.com/sindresorhus/github-markdown-css#readme,git+https://github.com/sindresorhus/github-markdown-css.git
github.com/meetecho/janus-gateway,152247,github.com/meetecho/janus-gateway,https://github.com/meetecho/janus-gateway,https://github.com/meetecho/janus-gateway,68036,org.webjars.bower:github-com-meetecho-janus-gateway-,http://webjars.org,https://github.com/meetecho/janus-gateway,2266583,janus_webrtc,https://github.com/meetecho/janus-gateway#readme,git+https://github.com/meetecho/janus-gateway.git
github.com/oracle/node-oracledb,154415,github.com/oracle/node-oracledb,https://github.com/oracle/node-oracledb,https://github.com/oracle/node-oracledb,52520,org.webjars.npm:oracledb,http://webjars.org,https://github.com/oracle/node-oracledb,3190839,shentongdb,http://oracle.github.io/node-oracledb/,git://github.com/oracle/node-oracledb.git
github.com/ant-design/ant-design,158990,github.com/ant-design/ant-design,https://github.com/ant-design/ant-design,https://github.com/ant-design/ant-design,139468,org.mvnpm:antd,https://ant.design,https://github.com/ant-design/ant-design,3748669,zz-antd,https://ant.design,git+https://github.com/ant-design/ant-design.git
github.com/cryptocoinjs/base-x,169749,github.com/cryptocoinjs/base-x,https://github.com/cryptocoinjs/base-x,https://github.com/cryptocoinjs/base-x,136896,org.mvnpm:base-x,https://github.com/cryptocoinjs/base-x,https://github.com/cryptocoinjs/base-x,1434426,base64-x58,https://github.com/cryptocoinjs/base-x,git+https://github.com/cryptocoinjs/base-x.git
github.com/mermaid-js/mermaid,176476,github.com/mermaid-js/mermaid,https://github.com/mermaid-js/mermaid,https://github.com/mermaid-js/mermaid,138339,org.mvnpm.at.mermaid-js:parser,https://github.com/mermaid-js/mermaid/tree/develop/packages/mermaid/parser/#readme,https://github.com/mermaid-js/mermaid,2518084,mermaid-patch-for-node,https://github.com/mermaid-js/mermaid#readme,git+https://github.com/mermaid-js/mermaid.git
github.com/apache/maven,177593,github.com/apache/maven,https://github.com/apache/maven,https://github.com/apache/maven,516320,com.taobao.open-link-platform:miniapp-server-sdk,https://developer.taobao.com/,https://github.com/apache/maven/tree/${project.scm.tag},2497376,maven-artifact-version,https://github.com/apache/maven/tree/master/maven-artifact/src/main/java/org/apache/maven/artifact/versioning,
github.com/brazilian-utils/brazilian-utils,191761,github.com/brazilian-utils/brazilian-utils,https://github.com/brazilian-utils/brazilian-utils,https://github.com/brazilian-utils/brazilian-utils,61131,org.webjars.npm:brazilian-utils__brazilian-utils,https://www.webjars.org,https://github.com/brazilian-utils/brazilian-utils,166632,@brazilian-utils/is-valid-cpf,,https://github.com/brazilian-utils/brazilian-utils/tree/master/packages/is-valid-cpf
github.com/panva/jose,192136,github.com/panva/jose,https://github.com/panva/jose,https://github.com/panva/jose,135471,org.mvnpm:jose,https://github.com/panva/jose,https://github.com/panva/jose,2290928,jose-skip-key-validation,https://github.com/panva/jose,git+https://github.com/panva/jose.git
github.com/ethereum/web3.js,193476,github.com/ethereum/web3.js,https://github.com/ethereum/web3.js,https://github.com/ethereum/web3.js,66224,org.webjars.bower:web3,http://webjars.org,https://github.com/ethereum/web3.js,3728362,zeropass-web3,,https://github.com/ethereum/web3.js/tree/master/packages/web3
github.com/axios/axios,197077,github.com/axios/axios,https://github.com/axios/axios,https://github.com/axios/axios,136957,org.mvnpm:axios,https://axios-http.com,https://github.com/axios/axios,3629871,wechat_axios,https://github.com/axios/axios,git+https://github.com/axios/axios.git
github.com/estools/esquery,209453,github.com/estools/esquery,https://github.com/estools/esquery,https://github.com/estools/esquery,136189,org.mvnpm:esquery,https://github.com/estools/esquery/,https://github.com/estools/esquery,1887469,esquery,https://github.com/estools/esquery/,git+https://github.com/estools/esquery.git
github.com/catapult-project/catapult,210462,github.com/catapult-project/catapult/web_page_replay_go,https://github.com/catapult-project/catapult,https://github.com/catapult-project/catapult,48765,org.webjars.npm:traceviewer,http://webjars.org,https://github.com/catapult-project/catapult,3436897,traceviewer,,https://github.com/catapult-project/catapult/tree/master/tracing
github.com/auth0/auth0.js,218454,github.com/auth0/auth0.js,https://github.com/auth0/auth0.js,https://github.com/auth0/auth0.js,69214,org.webjars.bower:auth0.js,http://webjars.org,https://github.com/auth0/auth0.js,3611785,wdi-auth0-js,https://github.com/auth0/auth0.js#readme,git://github.com/auth0/auth0.js.git
github.com/eslint/eslint,234333,github.com/eslint/eslint,https://github.com/eslint/eslint,https://github.com/eslint/eslint,138875,org.mvnpm.at.eslint:js,https://eslint.org,https://github.com/eslint/eslint,3602146,wang_eslint,https://eslint.org,git+https://github.com/eslint/eslint.git
github.com/reduxjs/redux,235179,github.com/reduxjs/redux,https://github.com/reduxjs/redux,https://github.com/reduxjs/redux,134248,org.mvnpm:redux,http://redux.js.org,https://github.com/reduxjs/redux,3063022,reduxxxxxxx,http://redux.js.org,git+https://github.com/reduxjs/redux.git
github.com/sidorares/node-mysql2,238151,github.com/sidorares/node-mysql2,https://github.com/sidorares/node-mysql2,https://github.com/sidorares/node-mysql2,134935,org.mvnpm:mysql2,https://sidorares.github.io/node-mysql2/docs,https://github.com/sidorares/node-mysql2,3558414,vogievetsky-mysql2,https://github.com/sidorares/node-mysql2#readme,git+https://github.com/sidorares/node-mysql2.git
github.com/luin/ioredis,244444,github.com/luin/ioredis,https://github.com/luin/ioredis,https://github.com/luin/ioredis,55625,org.webjars.npm:ioredis,https://www.webjars.org,https://github.com/luin/ioredis,3727558,zerd-ioredis,https://github.com/luin/ioredis#readme,git://github.com/luin/ioredis.git
github.com/dylang/shortid,253123,github.com/dylang/shortid,https://github.com/dylang/shortid,https://github.com/dylang/shortid,49998,org.webjars.npm:shortid,http://webjars.org,https://github.com/dylang/shortid,3195805,shortid-for-miniprogram,https://github.com/dylang/shortid#readme,git+https://github.com/dylang/shortid.git
github.com/chartjs/chart.js,253501,github.com/chartjs/chart.js,https://github.com/chartjs/chart.js,https://github.com/chartjs/chart.js,136729,org.mvnpm:chart.js,https://www.chartjs.org,https://github.com/chartjs/Chart.js,2889747,probediscover-chart,http://www.chartjs.org,git+https://github.com/chartjs/Chart.js.git
github.com/gavinzhulei/vue-form-making,253796,github.com/gavinzhulei/vue-form-making,https://github.com/gavinzhulei/vue-form-making,https://github.com/gavinzhulei/vue-form-making,58371,org.webjars.npm:form-making,https://www.webjars.org,https://github.com/GavinZhuLei/vue-form-making,3746620,zxflow-form-making,https://github.com/GavinZhuLei/vue-form-making#readme,git+https://github.com/GavinZhuLei/vue-form-making.git
github.com/tencent/bk-ci,255458,github.com/tencent/bk-ci,https://github.com/tencent/bk-ci,https://github.com/tencent/bk-ci,515197,com.tencent.bk.devops.ci:api-sign,https://github.com/Tencent/bk-ci,https://github.com/Tencent/bk-ci,1465155,bkui-pipeline,https://github.com/Tencent/bk-ci#readme,git+https://github.com/Tencent/bk-ci.git
github.com/graphql/dataloader,267390,github.com/graphql/dataloader,https://github.com/graphql/dataloader,https://github.com/graphql/dataloader,59817,org.webjars.npm:dataloader,https://www.webjars.org,https://github.com/graphql/dataloader,1708547,dataloader,https://github.com/graphql/dataloader,git+ssh://git@github.com/graphql/dataloader.git
github.com/crypto-browserify/ripemd160,269018,github.com/crypto-browserify/ripemd160,https://github.com/crypto-browserify/ripemd160,https://github.com/crypto-browserify/ripemd160,134120,org.mvnpm:ripemd160,https://github.com/crypto-browserify/ripemd160#readme,https://github.com/crypto-browserify/ripemd160,3096831,ripemd160,https://github.com/crypto-browserify/ripemd160#readme,git+https://github.com/crypto-browserify/ripemd160.git
github.com/xdan/datetimepicker,271782,github.com/xdan/datetimepicker,https://github.com/xdan/datetimepicker,https://github.com/xdan/datetimepicker,68825,org.webjars.bower:datetimepicker,http://webjars.org,https://github.com/xdan/datetimepicker,2293927,jquery-datetimepicker,https://github.com/xdan/datetimepicker,git+https://github.com/xdan/datetimepicker.git
github.com/microsoft/playwright,275789,github.com/microsoft/playwright,https://github.com/microsoft/playwright,https://github.com/microsoft/playwright,138126,org.mvnpm.at.playwright:test,https://playwright.dev,https://github.com/microsoft/playwright,3248688,sonnet,https://playwright.dev,git+https://github.com/Microsoft/playwright.git
github.com/hapijs/joi,278205,github.com/hapijs/joi,https://github.com/hapijs/joi,https://github.com/hapijs/joi,135472,org.mvnpm:joi,https://github.com/hapijs/joi#readme,git://github.com/hapijs/joi,3524194,valery,https://github.com/hapijs/joi#readme,git://github.com/hapijs/joi.git
github.com/bvaughn/react-window,279985,github.com/bvaughn/react-window,https://github.com/bvaughn/react-window,https://github.com/bvaughn/react-window,134277,org.mvnpm:react-window,http://react-window.now.sh/,https://github.com/bvaughn/react-window,3045384,react-window-virtual-key-fix,http://react-window.now.sh/,git+https://github.com/bvaughn/react-window.git
github.com/primer/css,286377,github.com/primer/css,https://github.com/primer/css,https://github.com/primer/css,51784,org.webjars.npm:primer__css,https://www.webjars.org,https://github.com/primer/css,2885456,primer-next-test,https://primer.style/css,git+https://github.com/primer/css.git
github.com/vuejs/vue-router,287740,github.com/vuejs/vue-router,https://github.com/vuejs/vue-router,https://github.com/vuejs/vue-router,66237,org.webjars.bower:vue-router,http://webjars.org,https://github.com/vuejs/vue-router,3673247,xchl-vue-router,https://github.com/vuejs/vue-router#readme,git+https://github.com/vuejs/vue-router.git
github.com/less/less.js,287743,github.com/less/less.js,https://github.com/less/less.js,https://github.com/less/less.js,135316,org.mvnpm:less,http://lesscss.org,https://github.com/less/less.js,2507177,mdm-less,http://lesscss.org,git+https://github.com/less/less.js.git
github.com/vuejs/vuex,287746,github.com/vuejs/vuex,https://github.com/vuejs/vuex,https://github.com/vuejs/vuex,67721,org.webjars.bower:github-com-vuejs-vuex,http://webjars.org,https://github.com/vuejs/vuex,3595764,vuexzbc,https://github.com/vuejs/vuex#readme,git+https://github.com/vuejs/vuex.git
github.com/hyperledger/fabric-gateway,1736027,github.com/hyperledger/fabric-gateway/scenario/fixtures/chaincode/golang/basic,https://github.com/hyperledger/fabric-gateway,https://github.com/hyperledger/fabric-gateway,172682,org.hyperledger.fabric:fabric-gateway,https://hyperledger.github.io/fabric-gateway/,https://github.com/hyperledger/fabric-gateway,519513,@hyperledger/fabric-gateway,https://hyperledger.github.io/fabric-gateway/,git+https://github.com/hyperledger/fabric-gateway.git
github.com/tannerlinsley/react-table,289393,github.com/tannerlinsley/react-table,https://github.com/tannerlinsley/react-table,https://github.com/tannerlinsley/react-table,134284,org.mvnpm:react-table,https://react-table.tanstack.com/,https://github.com/tannerlinsley/react-table,3665825,wwc-react-table,https://github.com/tannerlinsley/react-table/tree/v6#readme,git+https://github.com/tannerlinsley/react-table.git
github.com/feathericons/feather,292173,github.com/feathericons/feather,https://github.com/feathericons/feather,https://github.com/feathericons/feather,136093,org.mvnpm:feather-icons,https://github.com/feathericons/feather#readme,https://github.com/feathericons/feather,2178426,hubbub-feather-icons,https://github.com/feathericons/feather#readme,git+https://github.com/feathericons/feather.git
github.com/quilljs/delta,293106,github.com/quilljs/delta,https://github.com/quilljs/delta,https://github.com/quilljs/delta,134423,org.mvnpm:quill-delta,https://github.com/quilljs/delta,https://github.com/quilljs/delta,2938096,quill-delta-with-diff,https://github.com/thuanthe81/quill-delta-diff,git+https://github.com/quilljs/delta.git
github.com/crypto-browserify/browserify-sign,303206,github.com/crypto-browserify/browserify-sign,https://github.com/crypto-browserify/browserify-sign,https://github.com/crypto-browserify/browserify-sign,136818,org.mvnpm:browserify-sign,https://github.com/crypto-browserify/browserify-sign#readme,https://github.com/crypto-browserify/browserify-sign,2522573,meteor-browserify-sign,https://github.com/crypto-browserify/browserify-sign#readme,git+https://github.com/crypto-browserify/browserify-sign.git
github.com/qix-/node-error-ex,308245,github.com/qix-/node-error-ex,https://github.com/qix-/node-error-ex,https://github.com/qix-/node-error-ex,136263,org.mvnpm:error-ex,https://github.com/qix-/node-error-ex#readme,https://github.com/qix-/node-error-ex,1864674,error-ex,https://github.com/qix-/node-error-ex#readme,git+https://github.com/qix-/node-error-ex.git
github.com/googlechrome/workbox,309981,github.com/googlechrome/workbox,https://github.com/googlechrome/workbox,https://github.com/googlechrome/workbox,133273,org.mvnpm:workbox-core,https://github.com/GoogleChrome/workbox,https://github.com/googlechrome/workbox,3661765,wrkbx,https://github.com/GoogleChrome/workbox,git+https://github.com/googlechrome/workbox.git
github.com/videojs/http-streaming,314051,github.com/videojs/http-streaming,https://github.com/videojs/http-streaming,https://github.com/videojs/http-streaming,63755,org.webjars.bowergithub.videojs:http-streaming,http://webjars.org,https://github.com/videojs/http-streaming,3541608,video-http-streaming-yojiang,https://github.com/videojs/http-streaming#readme,git+ssh://git@github.com/videojs/http-streaming.git
github.com/kitware/vtk-js,314779,github.com/kitware/vtk-js,https://github.com/kitware/vtk-js,https://github.com/kitware/vtk-js,47247,org.webjars.npm:vtk.js,http://webjars.org,https://github.com/kitware/vtk-js,3564304,vtk.js-custom-jhonny,https://github.com/kitware/vtk-js#readme,git+https://github.com/Kitware/vtk-js.git
github.com/angular/components,314855,github.com/angular/components,https://github.com/angular/components,https://github.com/angular/components,139351,org.mvnpm.at.angular:cdk,https://github.com/angular/components#readme,https://github.com/angular/components,3465267,twig-cdk,https://github.com/angular/components#readme,git+https://github.com/angular/components.git
github.com/popperjs/popper-core,316185,github.com/popperjs/popper-core,https://github.com/popperjs/popper-core,https://github.com/popperjs/popper-core,138110,org.mvnpm.at.popperjs:core,https://github.com/popperjs/popper-core,https://github.com/popperjs/popper-core,2868485,popper-ziel,https://github.com/popperjs/popper-core#readme,git+https://github.com/popperjs/popper-core.git
github.com/semantic-release/semantic-release,318017,github.com/semantic-release/semantic-release,https://github.com/semantic-release/semantic-release,https://github.com/semantic-release/semantic-release,444522,gg.nils:semantic-release,https://github.com/semantic-release/semantic-release,https://github.com/semantic-release/semantic-release/tree/main,3441760,travis-semantic-release,https://github.com/semantic-release/semantic-release#readme,git+https://github.com/semantic-release/semantic-release.git
github.com/magjac/d3-graphviz,319787,github.com/magjac/d3-graphviz,https://github.com/magjac/d3-graphviz,https://github.com/magjac/d3-graphviz,59919,org.webjars.npm:d3-graphviz,https://www.webjars.org,https://github.com/magjac/d3-graphviz,1697418,d3-graphviz,https://github.com/magjac/d3-graphviz,git+https://github.com/magjac/d3-graphviz.git
github.com/tapjs/node-tap,321286,github.com/tapjs/node-tap,https://github.com/tapjs/node-tap,https://github.com/tapjs/node-tap,49098,org.webjars.npm:tap,http://webjars.org,git+https://github.com/tapjs/node-tap,1011978,@smaller/tap,http://node-tap.org/,git+https://github.com/tapjs/node-tap.git
github.com/salesforce-ux/design-system,321496,github.com/salesforce-ux/design-system,https://github.com/salesforce-ux/design-system,https://github.com/salesforce-ux/design-system,56865,org.webjars.npm:github-com-salesforce-ux-design-system,http://webjars.org,https://github.com/salesforce-ux/design-system,959500,@salesforce-ux/design-system,https://lightningdesignsystem.com,git+ssh://git@github.com/salesforce-ux/design-system.git
github.com/mapbox/mapbox-gl-js,322614,github.com/mapbox/mapbox-gl-js,https://github.com/mapbox/mapbox-gl-js,https://github.com/mapbox/mapbox-gl-js,57159,org.webjars.npm:github-com-mapbox-mapbox-gl-js,https://www.webjars.org,https://github.com/mapbox/mapbox-gl-js,3689610,xyd-mapbox-gl,https://github.com/mapbox/mapbox-gl-js#readme,git://github.com/mapbox/mapbox-gl-js.git
github.com/zmxv/react-native-sound,322680,github.com/zmxv/react-native-sound,https://github.com/zmxv/react-native-sound,https://github.com/zmxv/react-native-sound,51003,org.webjars.npm:react-native-sound,https://www.webjars.org,https://github.com/zmxv/react-native-sound,3523317,vacoo-react-native-sound,https://github.com/zmxv/react-native-sound#readme,git+https://github.com/zmxv/react-native-sound.git
github.com/video-dev/hls.js,325022,github.com/video-dev/hls.js,https://github.com/video-dev/hls.js,https://github.com/video-dev/hls.js,63758,org.webjars.bowergithub.video-dev:hls.js,https://www.webjars.org,https://github.com/video-dev/hls.js,2326279,kaltura-hls.js,https://github.com/video-dev/hls.js,git+https://github.com/video-dev/hls.js.git
github.com/thesayyn/protoc-gen-ts,326107,github.com/thesayyn/protoc-gen-ts,https://github.com/thesayyn/protoc-gen-ts,https://github.com/thesayyn/protoc-gen-ts,134462,org.mvnpm:protoc-gen-ts,https://github.com/thesayyn/protoc-gen-ts#readme,https://github.com/thesayyn/protoc-gen-ts,2901591,protoc-gen-ts,https://github.com/thesayyn/protoc-gen-ts#readme,git+https://github.com/thesayyn/protoc-gen-ts.git
github.com/lovell/sharp,326187,github.com/lovell/sharp,https://github.com/lovell/sharp,https://github.com/lovell/sharp,50039,org.webjars.npm:sharp,https://www.webjars.org,https://github.com/lovell/sharp,3188705,sharp-paras20xx,https://github.com/lovell/sharp#readme,git://github.com/lovell/sharp.git
github.com/ionic-team/ionic-framework,328084,github.com/ionic-team/ionic-framework,https://github.com/ionic-team/ionic-framework,https://github.com/ionic-team/ionic-framework,55633,org.webjars.npm:ionic__core,https://www.webjars.org,https://github.com/ionic-team/ionic-framework,3561451,voyager-ionic-core,https://ionicframework.com/,git+https://github.com/ionic-team/ionic-framework.git
github.com/googlechrome/chrome-launcher,328238,github.com/googlechrome/chrome-launcher,https://github.com/googlechrome/chrome-launcher,https://github.com/googlechrome/chrome-launcher,136707,org.mvnpm:chrome-launcher,https://github.com/GoogleChrome/chrome-launcher#readme,https://github.com/GoogleChrome/chrome-launcher,1560344,chrome-launcher,https://github.com/GoogleChrome/chrome-launcher#readme,git+https://github.com/GoogleChrome/chrome-launcher.git
