Normalized_URL,NPM_ID,NPM_Name,NPM_Homepage,NPM_Repo,Ruby_ID,Ruby_Name,Ruby_Homepage,Ruby_Repo
github.com/shopify/sewing-kit,3622979,webpack-asset-metadata-plugin-test,https://github.com/Shopify/sewing-kit/blob/master/packages/webpack-asset-metadata-plugin/README.md,git+https://github.com/Shopify/sewing-kit.git,151309,sewing_kit,https://github.com/Shopify/sewing-kit/tree/main/gems/sewing_kit,https://github.com/Shopify/sewing-kit/tree/main/gems/sewing_kit
github.com/paramagicdev/mrujs,447005,@grncdr/mrujs,https://mrujs.com,git@github.com:ParamagicDev/mrujs.git,104898,mrujs_rails,https://github.com/paramagicdev/mrujs,https://github.com/paramagicdev/mrujs
github.com/iniquitybbs/iniquity,545036,@iniquitybbs/templates,http://iniquitybbs.com,git+https://github.com/iniquitybbs/iniquity.git,76931,iniquity,http://iniquitybbs.org,https://github.com/iniquitybbs/iniquity
github.com/jefawks3/fox_tail,572812,@jfawks/fox_tail,https://github.com/jefawks3/fox_tail#readme,git+https://github.com/jefawks3/fox_tail.git,58153,fox_tail,https://github.com/jefawks3/fox_tail,https://github.com/jefawks3/fox_tail
github.com/jho406/breezy,573548,@jho406/breezy,https://github.com/jho406/breezy#readme,git+https://github.com/jho406/breezy.git,19198,breezy_template,https://github.com/jho406/breezy/,https://github.com/jho406/breezy/
github.com/jrpolidario/live_record,584208,@jrpolidario/live_record,https://github.com/jrpolidario/live_record#readme,git+https://github.com/jrpolidario/live_record.git,91948,live_record,https://github.com/jrpolidario/live_record,https://github.com/jrpolidario/live_record
github.com/elmassimo/js_from_routes,584481,@js-from-routes/redaxios,https://github.com/ElMassimo/js_from_routes,git+https://github.com/ElMassimo/js_from_routes.git,83732,js_from_routes,https://github.com/ElMassimo/js_from_routes,https://github.com/ElMassimo/js_from_routes
github.com/kaspernj/api_maker,600182,@kaspernj/api-maker-table,https://github.com/kaspernj/api_maker_table#readme,git+https://github.com/kaspernj/api_maker.git,7550,api_maker_table,https://github.com/kaspernj/api_maker,https://github.com/kaspernj/api_maker
github.com/katalyst/kpop,600370,@katalyst-interactive/kpop,https://github.com/katalyst/kpop#readme,git+https://github.com/katalyst/kpop.git,85525,katalyst-kpop,https://github.com/katalyst/kpop,https://github.com/katalyst/kpop
github.com/katalyst/turbo_modal,600371,@katalyst-interactive/turbo-modal,https://github.com/katalyst/turbo_modal#readme,git+https://github.com/katalyst/turbo_modal.git,174469,turbo_modal,https://github.com/katalyst/turbo_modal,https://github.com/katalyst/turbo_modal
github.com/andrewkatz/image_input,676588,@mainkatz/image-input,https://github.com/andrewkatz/image_input#readme,git+https://github.com/andrewkatz/image_input.git,75970,image_input,https://github.com/andrewkatz/image_input,https://github.com/andrewkatz/image_input
github.com/manageiq/font-fabulous,679995,@manageiq/font-fabulous,https://github.com/ManageIQ/font-fabulous,git+ssh://git@github.com/ManageIQ/font-fabulous.git,57180,font-fabulous,http://github.com/manageiq/font-fabulous,http://github.com/manageiq/font-fabulous
github.com/opensource-matrix/snippet,690039,@matrixoc/snippet,https://github.com/opensource-matrix/snippet#readme,git+https://github.com/opensource-matrix/snippet.git,157339,snippetpkg,https://github.com/opensource-matrix/snippet,https://github.com/opensource-matrix/snippet
github.com/julianrubisch/cubism,719432,@minthesize/cubism,https://github.com/julianrubisch/cubism#readme,git+https://github.com/julianrubisch/cubism.git,34359,cubism,https://github.com/julianrubisch/cubism,https://github.com/julianrubisch/cubism.git
github.com/etiennelem/commandz,722172,@missive/commandz,https://github.com/EtienneLem/commandz,git+https://github.com/EtienneLem/commandz.git,30300,commandz,http://etiennelem.github.io/commandz,https://github.com/EtienneLem/commandz
github.com/mycolorway/tao_on_rails,747537,@mycolorway/tao,https://github.com/mycolorway/tao_on_rails#readme,git+https://github.com/mycolorway/tao_on_rails.git,166490,tao_on_rails,https://github.com/mycolorway/tao_on_rails,https://github.com/mycolorway/tao_on_rails
github.com/mycolorway/tao_form,747539,@mycolorway/tao_form,https://github.com/mycolorway/tao_form#readme,git+https://github.com/mycolorway/tao_form.git,166488,tao_form,https://github.com/mycolorway/tao_form,https://github.com/mycolorway/tao_form
github.com/mycolorway/tao_ui,747540,@mycolorway/tao_ui,https://github.com/mycolorway/tao_ui#readme,git+https://github.com/mycolorway/tao_ui.git,166497,tao_ui,https://github.com/mycolorway/tao_ui,https://github.com/mycolorway/tao_ui
github.com/nathanvda/on_the_spot,754562,@nathanvda/on_the_spot,https://github.com/nathanvda/on_the_spot,git+https://github.com/nathanvda/on_the_spot.git,114314,on_the_spot,http://github.com/nathanvda/on_the_spot,http://github.com/nathanvda/on_the_spot
github.com/nickiam7/turboflow,773144,@nickiam7/turboflow,https://github.com/Nickiam7/TurboFlow,git+https://github.com/Nickiam7/TurboFlow.git,174448,turboflow-rails,https://github.com/Nickiam7/TurboFlow,https://github.com/Nickiam7/TurboFlow
github.com/notus-sh/cocooned,790370,@notus.sh/cocooned,https://github.com/notus-sh/cocooned,git+https://github.com/notus-sh/cocooned.git,29061,cocooned,https://github.com/notus-sh/cocooned,https://github.com/notus-sh/cocooned
github.com/openc3/cosmos,813556,@openc3/vue-common,https://openc3.com,git+https://github.com/OpenC3/cosmos.git,114707,openc3-tool-base,https://github.com/OpenC3/cosmos,https://github.com/OpenC3/cosmos
github.com/opf/openproject-octicons,818370,@openproject/octicons,https://primer.style/octicons,git+https://github.com/opf/openproject-octicons.git,115018,openproject-octicons_helper,https://github.com/opf/openproject-octicons,https://github.com/opf/openproject-octicons
github.com/pakyow/pakyow,833522,@pakyow/js,https://github.com/pakyow/pakyow#readme,git+https://github.com/pakyow/pakyow.git,117221,pakyow,https://pakyow.com,https://github.com/pakyow/pakyow
github.com/pandev-srl/better_ui,834526,@pandev-srl/better-ui,https://github.com/pandev-srl/better_ui,git+https://github.com/pandev-srl/better_ui.git,15545,better_ui,https://github.com/pandev-srl/better_ui,https://github.com/pandev-srl/better_ui
github.com/petekinnecom/interfacets,846262,@petekinnecom/interfacets,https://github.com/petekinnecom/interfacets#readme,git+https://github.com/petekinnecom/interfacets.git,77584,interfacets,https://github.com/petekinnecom/interfacets,https://github.com/petekinnecom/interfacets
github.com/pubannotation/simple_inline_annotation_format,883422,@pubann/simple-inline-text-annotation,https://github.com/pubannotation/simple_inline_annotation_format#readme,git+https://github.com/pubannotation/simple_inline_annotation_format.git,153961,simple_inline_text_annotation,https://github.com/pubannotation/simple_inline_annotation_format,https://github.com/pubannotation/simple_inline_annotation_format
github.com/prdn/pigato,2842447,pigato,https://github.com/prdn/pigato,git+https://github.com/prdn/pigato.git,120970,pigato,https://github.com/prdn/pigato,https://github.com/prdn/pigato
github.com/radioactive-labs/plutonium-core,898409,@radioactive-labs/plutonium,https://radioactive-labs.github.io/plutonium-core/,git+https://github.com/radioactive-labs/plutonium-core.git,122143,plutonium,https://radioactive-labs.github.io/plutonium-core/,https://github.com/radioactive-labs/plutonium-core
github.com/radioactive-labs/turbo_live,898410,@radioactive-labs/turbo-live,https://github.com/radioactive-labs/turbo_live#readme,git+https://github.com/radioactive-labs/turbo_live.git,174466,turbo_live,https://github.com/radioactive-labs/turbo_live,https://github.com/radioactive-labs/turbo_live
github.com/hschne/rails-mini-profiler,900064,@rails-mini-profiler/assets,https://github.com/hschne/rails-mini-profiler#readme,git+https://github.com/hschne/rails-mini-profiler.git,131100,rails_mini_profiler,https://github.com/hschne/rails-mini-profiler,https://github.com/hschne/rails-mini-profiler
github.com/rainforestapp/wisp,900402,@rainforestqa/wisp-schema,https://github.com/rainforestapp/wisp,git+https://github.com/rainforestapp/wisp.git,184089,wisp-schema,https://github.com/rainforestapp/wisp,https://github.com/rainforestapp/wisp
github.com/bjornd/jvectormap,909703,@react-jvectormap/lib,https://github.com/bjornd/jvectormap#readme,git+ssh://git@github.com/bjornd/jvectormap.git,84807,jvectormap-rails,https://github.com/bjornd/jvectormap,https://github.com/bjornd/jvectormap
github.com/redredgroup/samsungknox,917726,@redredgroup/samsungknox-token-library,https://redredgroup.github.io/samsungknox,git+https://github.com/REDREDGROUP/samsungknox.git,52108,fastlane-plugin-samsungknox,https://github.com/REDREDGROUP/samsungknox,https://github.com/REDREDGROUP/samsungknox
github.com/logicrelay/relay_ui,920389,@relay_ui/slideout,https://www.relayui.com,git+https://github.com/logicrelay/relay_ui.git,135813,relay_ui,https://www.relayui.com,https://github.com/logicrelay/relay_ui
github.com/rgrove/synchrotron,927652,@rgrove/synchrotron,https://github.com/rgrove/synchrotron#readme,git+https://github.com/rgrove/synchrotron.git,165440,synchrotron,http://github.com/rgrove/synchrotron/,http://github.com/rgrove/synchrotron/
github.com/glebtv/activeadmin-searchable_select,936201,@rocket-sensei/activeadmin-searchable_select,https://github.com/glebtv/activeadmin-searchable_select#readme,git+https://github.com/glebtv/activeadmin-searchable_select.git,140826,rs-activeadmin-searchable_select,https://github.com/glebtv/activeadmin-searchable_select,https://github.com/glebtv/activeadmin-searchable_select
github.com/rs-pro/activeadmin-tom_select,1288355,activeadmin-tom_select,https://github.com/rs-pro/activeadmin-tom_select#readme,git+https://github.com/rs-pro/activeadmin-tom_select.git,1331,activeadmin-tom_select,https://github.com/rs-pro/activeadmin-tom_select,https://github.com/rs-pro/activeadmin-tom_select
github.com/glebtv/activeadmin_trumbowyg,936203,@rocket-sensei/activeadmin_trumbowyg,https://github.com/glebtv/activeadmin_trumbowyg#readme,git+https://github.com/glebtv/activeadmin_trumbowyg.git,140829,rs-activeadmin_trumbowyg,https://github.com/glebtv/activeadmin_trumbowyg,https://github.com/glebtv/activeadmin_trumbowyg
github.com/rootstrap/activeadmin-chat,939781,@rootstrap/activeadmin-chat,https://github.com/rootstrap/activeadmin-chat#readme,git+https://github.com/rootstrap/activeadmin-chat.git,1189,activeadmin-chat,https://github.com/rootstrap/activeadmin-chat,https://github.com/rootstrap/activeadmin-chat
github.com/ruby/ruby.wasm,3120099,ruby-head-wasm-wasi,https://github.com/ruby/ruby.wasm/tree/main/packages/npm-packages/ruby-head-wasm-wasi,git+https://github.com/ruby/ruby.wasm.git,145159,ruby_wasm,https://github.com/ruby/ruby.wasm,https://github.com/ruby/ruby.wasm
github.com/shabados/gurmukhi-utils,2109319,gurmukhi-utils,https://github.com/ShabadOS/gurmukhi-utils#readme,git+https://github.com/ShabadOS/gurmukhi-utils.git,68243,gurmukhi_utils,https://github.com/ShabadOS/gurmukhi-utils/tree/main/ruby,https://github.com/ShabadOS/gurmukhi-utils/tree/main/ruby
github.com/shopify/worldwide,996963,@shopify/worldwide,https://github.com/Shopify/worldwide/tree/main/lang/typescript#readme,git+ssh://git@github.com/Shopify/worldwide.git,184916,worldwide,https://github.com/Shopify/worldwide,https://github.com/Shopify/worldwide
github.com/skyltmax/config,1000911,@signmax/config,https://github.com/skyltmax/config#readme,git+https://github.com/skyltmax/config.git,155751,skyltmax_config,https://github.com/skyltmax/config#readme,https://github.com/skyltmax/config
github.com/sixoverground/tang,1006243,@sixoverground/tang,https://github.com/sixoverground/tang#readme,git+https://github.com/sixoverground/tang.git,166412,tang,https://github.com/sixoverground/tang,https://github.com/sixoverground/tang
github.com/scarpe-team/space_shoes,1024677,@spaceshoes/spacewalk,https://github.com/scarpe-team/space_shoes#readme,git+https://github.com/scarpe-team/space_shoes.git,158687,space_shoes,https://github.com/scarpe-team/space_shoes,https://github.com/scarpe-team/space_shoes
github.com/spice-life/tmix-icon-rails,1027948,@spice-life/icon,https://github.com/spice-life/tmix-icon-rails#readme,git+ssh://git@github.com/spice-life/tmix-icon-rails.git,171377,tmix-icon-rails,https://github.com/spice-life/tmix-icon-rails,https://github.com/spice-life/tmix-icon-rails
github.com/spree/spree_backend,1029581,@spree/dashboard,https://spreecommerce.org/,git+https://github.com/spree/spree_backend.git,159808,spree_backend,https://spreecommerce.org,https://github.com/spree/spree_backend/tree/v4.8.4
github.com/stimulusreflex/futurism,1045501,@stimulus_reflex/futurism,https://github.com/stimulusreflex/futurism#readme,git+https://github.com/stimulusreflex/futurism.git,59296,futurism,https://github.com/stimulusreflex/futurism,https://github.com/stimulusreflex/futurism
github.com/supercharts-dev/supercharts-bullet_train,1055405,@supercharts/supercharts-bullet-train,https://github.com/supercharts-dev/supercharts-bullet_train#readme,git+ssh://git@github.com/supercharts-dev/supercharts-bullet_train.git,164377,supercharts-bullet_train,https://github.com/supercharts-dev/supercharts-bullet_train,https://github.com/supercharts-dev/supercharts-bullet_train
github.com/texti/texti,1088592,@texti/sdk,https://github.com/texti/texti#readme,git+https://github.com/texti/texti.git,168976,texti,https://github.com/texti/texti,https://github.com/texti/texti
github.com/thoughtbot/superglue,1096944,@thoughtbot/superglue,https://github.com/thoughtbot/superglue#readme,git+https://github.com/thoughtbot/superglue.git,164424,superglue,https://github.com/thoughtbot/superglue/,https://github.com/thoughtbot/superglue/
github.com/trailervote/trailervote-api-clients,1112716,@trailervote/fetch,,https://github.com/TrailerVote/trailervote-api-clients/,172866,trailer_vote-api,https://github.com/trailervote/trailervote-api-clients,https://github.com/trailervote/trailervote-api-clients/blob/master/ruby
github.com/trailervote/trailervote-fixtures,1112717,@trailervote/fixtures,,https://github.com/TrailerVote/trailervote-fixtures.git,172867,trailer_vote-fixtures,https://github.com/TrailerVote/trailervote-fixtures,https://github.com/TrailerVote/trailervote-fixtures
github.com/trailervote/trailervote-media-types,1112718,@trailervote/media-types,,https://github.com/TrailerVote/trailervote-media-types/,172868,trailer_vote-media_types,https://github.com/TrailerVote/trailervote-media-types,https://github.com/TrailerVote/trailervote-media-types/blob/master/ruby
github.com/trytechlabs/componeer,1120196,@trytechlabs/componeer,https://github.com/trytechlabs/componeer#readme,git+https://github.com/trytechlabs/componeer.git,30734,componeer,https://docs.componeer.me,https://github.com/trytechlabs/componeer
github.com/hopsoft/turbo_boost-commands,1124447,@turbo-boost/commands,https://github.com/hopsoft/turbo_boost-commands#readme,git+https://github.com/hopsoft/turbo_boost-commands.git,174433,turbo_boost-commands,https://github.com/hopsoft/turbo_boost-commands,https://github.com/hopsoft/turbo_boost-commands
github.com/hopsoft/turbo_boost-elements,1124449,@turbo-boost/elements,https://github.com/hopsoft/turbo_boost-elements#readme,git+https://github.com/hopsoft/turbo_boost-elements.git,174434,turbo_boost-elements,https://github.com/hopsoft/turbo_boost-elements,https://github.com/hopsoft/turbo_boost-elements
github.com/hopsoft/turbo_boost-streams,1124450,@turbo-boost/streams,https://github.com/hopsoft/turbo_boost-streams#readme,git+https://github.com/hopsoft/turbo_boost-streams.git,174435,turbo_boost-streams,https://github.com/hopsoft/turbo_boost-streams,https://github.com/hopsoft/turbo_boost-streams
github.com/turbocoder13/turbo-themes,1124520,@turbocoder13/turbo-themes,https://turbocoder13.github.io/turbo-themes/,git+https://github.com/TurboCoder13/turbo-themes.git,20288,bulma-turbo-themes,https://github.com/TurboCoder13/turbo-themes,https://github.com/TurboCoder13/turbo-themes
github.com/noraesae/perfect-scrollbar,2201622,ie-perfect-scrollbar,https://github.com/noraesae/perfect-scrollbar#readme,git+https://github.com/noraesae/perfect-scrollbar.git,119689,perfect-scrollbar-rails,https://github.com/YourCursus/perfect-scrollbar-rails,https://github.com/noraesae/perfect-scrollbar
github.com/vizzly-testing/cli,1176327,@vizzly-testing/vitest,https://vizzly.dev,git+https://github.com/vizzly-testing/cli.git,180336,vizzly,https://github.com/vizzly-testing/cli,https://github.com/vizzly-testing/cli
github.com/watermarkchurch/paper-signs,1190482,@watermarkchurch/react-instantsearch-components,https://github.com/watermarkchurch/paper-signs#readme,git+https://github.com/watermarkchurch/paper-signs.git,182055,wcc-jsonapi,https://www.github.com/watermarkchurch/paper-signs,https://www.github.com/watermarkchurch/paper-signs
github.com/wikipaddle/protobuf,1207910,@wikipaddle/api,https://github.com/WikiPaddle/protobuf,git+https://github.com/wikipaddle/protobuf.git,183621,wikipaddle_api,https://github.com/wikipaddle/protobuf,https://github.com/wikipaddle/protobuf
github.com/yuki24/shoelace-rails,1244458,@yuki24/shoelace-rails,https://github.com/yuki24/shoelace-rails,git+https://github.com/yuki24/shoelace-rails.git,152158,shoelace-rails,https://github.com/yuki24/shoelace-rails,https://github.com/yuki24/shoelace-rails
